"","spp","gname","FBgn","v3","cyt","pos","chr","startp","stopp"
"618","Dmel","snoRNA:Or-aca4","FBgn0082922","2-83","54D1-54D1","2R:17616756..17616917(1)","2R",17616756,17616917
"619","Dmel","BG02439","FBgn0086400","","","","",NA,NA
"620","Dmel","CG33927","FBgn0053927","3-47.1","82D1-82D1","3R:4689951..4690608(-1)","3R",4689951,4690608
"621","Dmel","snoRNA:Me28S-A992","FBgn0082941","2-72","51B6-51B6","2R:14623276..14623346(1)","2R",14623276,14623346
"622","Dmel","snoRNA:Me28S-G2703a","FBgn0082931","2-72","51B6-51B6","2R:14623517..14623607(1)","2R",14623517,14623607
"623","Dmel","snoRNA:Me28S-G2703b","FBgn0082930","2-72","51B6-51B6","2R:14623764..14623850(1)","2R",14623764,14623850
"624","Dmel","snoRNA:Me28S-G2703c","FBgn0082929","2-72","51B6-51B6","2R:14624007..14624091(1)","2R",14624007,14624091
"625","Dmel","snoRNA:Psi18S-1347a","FBgn0083054","2-84","55B9-55B9","2R:18142802..18142938(1)","2R",18142802,18142938
"626","Dmel","snoRNA:Psi18S-1347b","FBgn0083053","2-84","55B9-55B9","2R:18143000..18143142(1)","2R",18143000,18143142
"627","Dmel","BG02491","FBgn0086401","","","","",NA,NA
"628","Dmel","mir-3645","FBgn0263631","1-12","5A8-5A8","X:5622280..5622416(-1)","X",5622280,5622416
"629","Dmel","mir-4986","FBgn0263541","3-31","67C6-67C6","3L:9733659..9733780(-1)","3L",9733659,9733780
"630","Dmel","abw","FBgn0000021","1-60","","","",NA,NA
"631","Dmel","Or56a","FBgn0034473","2-90","56E2-56E2","2R:19769461..19771233(-1)","2R",19769461,19771233
"632","Dmel","mir-4979","FBgn0263543","2-104","59F7-59F7","2R:23734033..23734141(-1)","2R",23734033,23734141
"633","Dmel","mir-4949","FBgn0263544","3-102","100B7-100B7","3R:31219274..31219372(-1)","3R",31219274,31219372
"634","Dmel","CG12509","FBgn0040613","","97F10-97F10","","",NA,NA
"635","Dmel","BG02510","FBgn0086402","","","","",NA,NA
"636","Dmel","RpL7","FBgn0005593","2-40","31B1-31B1","2L:10201004..10202321(1)","2L",10201004,10202321
"637","Dmel","l(3)8172","FBgn0260490","","","","",NA,NA
"638","Dmel","l(3)3425","FBgn0260491","","","","",NA,NA
"639","Dmel","5SrRNA:CR33359","FBgn0053359","2-90","56E2-56E2","2R:19763913..19764047(-1)","2R",19763913,19764047
"640","Dmel","CG33922","FBgn0053922","2-3","22A1-22A1","2L:1343443..1344171(-1)","2L",1343443,1344171
"641","Dmel","CG18281","FBgn0037003","3-47","77C6-77C6","3L:20499836..20501500(1)","3L",20499836,20501500
"642","Dmel","mir-4963","FBgn0263545","1-14","5C2-5C2","X:5790753..5790861(1)","X",5790753,5790861
"643","Dmel","mir-4985","FBgn0263546","2-106","60C6-60C6","2R:24294231..24294331(1)","2R",24294231,24294331
"644","Dmel","CG41472","FBgn0084032","","","","",NA,NA
"645","Dmel","His4:CG33869","FBgn0053869","2-54","39E1-39E1","2L:21534085..21534610(-1)","2L",21534085,21534610
"646","Dmel","CG12788","FBgn0031041","1-63","18D3-18D7","X:19616663..19618537(-1)","X",19616663,19618537
"647","Dmel","mir-988","FBgn0262300","2-66","48E4-48E4","2R:12158872..12158970(-1)","2R",12158872,12158970
"648","Dmel","mir-315","FBgn0262461","3-45","75E2-75E2","3L:18860971..18861054(1)","3L",18860971,18861054
"649","Dmel","mir-31b","FBgn0262369","1-26","8C1-8C1","X:8993305..8993431(-1)","X",8993305,8993431
"650","Dmel","mir-1","FBgn0262455","2-54","38C8-38C8","2L:20487441..20487531(1)","2L",20487441,20487531
"651","Dmel","mir-4944","FBgn0263547","3-50","86C1-86C1","3R:10513005..10513133(-1)","3R",10513005,10513133
"652","Dmel","mir-4957","FBgn0263548","1-50","13B6-13B6","X:15319954..15320037(-1)","X",15319954,15320037
"653","Dmel","B1523","FBgn0259656","","","","",NA,NA
"654","Dmel","CR31969","FBgn0051969","","24E1-24E1","","",NA,NA
"655","Dmel","BG02601","FBgn0086403","","","","",NA,NA
"656","Dmel","mir-3642","FBgn0263632","3-36","68D1-68D1","3L:11629505..11629580(1)","3L",11629505,11629580
"657","Dmel","BG02745","FBgn0086404","","","","",NA,NA
"658","Dmel","gnu","FBgn0001120","3-42","70F6-70F6","3L:14802380..14803360(-1)","3L",14802380,14803360
"659","Dmel","BG01707","FBgn0086405","","","","",NA,NA
"660","Dmel","muskelin","FBgn0033757","2-67","49B10-49B10","2R:12628697..12632378(-1)","2R",12628697,12632378
"661","Dmel","achi","FBgn0033749","2-67","49A10-49A10","2R:12511534..12515062(-1)","2R",12511534,12515062
"662","Dmel","CG15365","FBgn0030077","1-26","8C4-8C4","X:9054698..9067983(-1)","X",9054698,9067983
"663","Dmel","CG33342","FBgn0086610","3-84","95F15-95F15","3R:24376865..24377705(1)","3R",24376865,24377705
"664","Dmel","BG01084","FBgn0086406","","","","",NA,NA
"665","Dmel","rtp","FBgn0087005","3-47.5","82F6-82F6","3R:5236092..5237315(-1)","3R",5236092,5237315
"666","Dmel","mir-4918","FBgn0263550","3-48","84F11-84F11","3R:8308431..8308485(-1)","3R",8308431,8308485
"667","Dmel","BG01574","FBgn0086407","","","","",NA,NA
"668","Dmel","BG02181","FBgn0086394","","","","",NA,NA
"669","Dmel","mir-4939","FBgn0263551","2-102","59C1-59C1","2R:22985211..22985319(-1)","2R",22985211,22985319
"670","Dmel","CG33792","FBgn0053792","2-67","49B10-49B10","2R:12632674..12633454(1)","2R",12632674,12633454
"671","Dmel","snoRNA:684","FBgn0065058","3-15","64E6-64E6","3L:5763345..5763422(-1)","3L",5763345,5763422
"672","Dmel","mir-4961","FBgn0263552","1-0.2","2A1-2A1","X:1373623..1373755(1)","X",1373623,1373755
"673","Dmel","CG10877","FBgn0038804","3-69","92F1-92F2","3R:20562486..20564067(-1)","3R",20562486,20564067
"674","Dmel","CG13175","FBgn0033693","2-66","48E6-48E7","2R:12182639..12185506(1)","2R",12182639,12185506
"675","Dmel","mir-4952","FBgn0263554","3-75","94B1-94B1","3R:22480813..22480938(1)","3R",22480813,22480938
"676","Dmel","BG02348","FBgn0086398","","","","",NA,NA
"677","Dmel","Vsx2","FBgn0263512","1-12","5A3-5A5","X:5528927..5560183(-1)","X",5528927,5560183
"678","Dmel","BG02209","FBgn0086395","","","","",NA,NA
"679","Dmel","mir-4943","FBgn0263555","2-52","36A3-36A3","2L:16528375..16528491(-1)","2L",16528375,16528491
"680","Dmel","BG01803","FBgn0086389","","","","",NA,NA
"681","Dmel","BG02314","FBgn0086396","","","","",NA,NA
"682","Dmel","Cog8","FBgn0086449","","","","",NA,NA
"683","Dmel","BG02320","FBgn0086397","","","","",NA,NA
"684","Dmel","mir-4940","FBgn0263556","3-28","67A1-67A1","3L:9144593..9144697(1)","3L",9144593,9144697
"685","Dmel","mir-4980","FBgn0263558","2-57","43E16-43E16","2R:7786322..7786443(1)","2R",7786322,7786443
"686","Dmel","BG02386","FBgn0086399","","","","",NA,NA
"687","Dmel","mir-2535b","FBgn0263559","1-65","19F3-19F3","X:21298275..21298345(-1)","X",21298275,21298345
"688","Dmel","mir-4987","FBgn0263560","2-43","32B1-32B1","2L:10840345..10840476(-1)","2L",10840345,10840476
"689","Dmel","mir-4984","FBgn0263561","2-30","28E7-28E7","2L:8141540..8141662(-1)","2L",8141540,8141662
"690","Dmel","mir-4914","FBgn0263564","2-7","23A3-23A3","2L:2737568..2737661(1)","2L",2737568,2737661
"691","Dmel","CG17190","FBgn0038761","3-67","92C1-92C1","3R:20011776..20013504(-1)","3R",20011776,20013504
"692","Dmel","BG01563","FBgn0086385","","","","",NA,NA
"693","Dmel","l(3)2332","FBgn0260493","","","","",NA,NA
"694","Dmel","BG02053","FBgn0086392","","","","",NA,NA
"695","Dmel","BG00386","FBgn0086380","","","","",NA,NA
"696","Dmel","boa","FBgn0260494","","","","",NA,NA
"697","Dmel","BG01672","FBgn0086386","","","","",NA,NA
"698","Dmel","tRNA:Glu-CTC-5-1Psi","FBgn0050449","2-90","56E2-56E2","2R:19729282..19729353(1)","2R",19729282,19729353
"699","Dmel","mir-4950","FBgn0263565","3-48","84D6-84D6","3R:7451452..7451543(1)","3R",7451452,7451543
"700","Dmel","l(3)3456","FBgn0260492","","","","",NA,NA
"701","Dmel","BG01686","FBgn0086387","","","","",NA,NA
"702","Dmel","BG01693","FBgn0086388","","","","",NA,NA
"703","Dmel","mir-4946","FBgn0263568","2-54","37B1-37B1","2L:18867046..18867161(-1)","2L",18867046,18867161
"704","Dmel","BG01909","FBgn0086390","","","","",NA,NA
"705","Dmel","CG10883","FBgn0038781","","92E1-92E1","","",NA,NA
"706","Dmel","mir-4968","FBgn0263569","3-36","68C13-68C13","3L:11552539..11552693(-1)","3L",11552539,11552693
"707","Dmel","BG02022","FBgn0086391","","","","",NA,NA
"708","Dmel","snRNA:U2:34ABc","FBgn0041720","2-48","34B1-34B1","2L:13244370..13244561(-1)","2L",13244370,13244561
"709","Dmel","mir-4941","FBgn0263570","3-44","72D1-72D1","3L:16031189..16031291(1)","3L",16031189,16031291
"710","Dmel","mir-4959","FBgn0263571","1-62","18A4-18A4","X:19169131..19169248(-1)","X",19169131,19169248
"711","Dmel","snoRNA:660","FBgn0065059","2-92","57B5-57B5","2R:20945970..20946065(1)","2R",20945970,20946065
"712","Dmel","B2037","FBgn0259657","","","","",NA,NA
"713","Dmel","BG02169","FBgn0086393","","","","",NA,NA
"714","Dmel","nau","FBgn0002922","3-80","95A10-95B1","3R:23712814..23718357(-1)","3R",23712814,23718357
"715","Dmel","mir-4981","FBgn0263572","2-58","44A2-44A2","2R:8015249..8015343(1)","2R",8015249,8015343
"716","Dmel","BG01918","FBgn0086379","","","","",NA,NA
"717","Dmel","mir-4942","FBgn0263573","3-47","80F2-80F2","3L:23339228..23339337(1)","3L",23339228,23339337
"718","Dmel","mir-31a","FBgn0262416","2-84","54E9-54E9","2R:17783795..17783886(-1)","2R",17783795,17783886
"719","Dmel","B0295","FBgn0259661","","","","",NA,NA
"720","Dmel","CG43845","FBgn0264427","3-47.5","83A7-83A7","3R:5522299..5523120(-1)","3R",5522299,5523120
"721","Dmel","CG33770","FBgn0053770","3-47","79F3-79F3","3L:22648672..22649287(1)","3L",22648672,22649287
"722","Dmel","CG33771","FBgn0053771","3-47","79F3-79F3","3L:22649396..22649988(1)","3L",22649396,22649988
"723","Dmel","mir-3644","FBgn0263633","3-56","88E2-88E2","3R:15192297..15192357(-1)","3R",15192297,15192357
"724","Dmel","snoRNA:Psi28S-3316b","FBgn0082971","2-94","57D11-57D12","2R:21326882..21327022(1)","2R",21326882,21327022
"725","Dmel","BG01533","FBgn0086383","","","","",NA,NA
"726","Dmel","CG9220","FBgn0030662","1-51","13D4-13D5","X:15585289..15593534(-1)","X",15585289,15593534
"727","Dmel","CG12490","FBgn0034782","2-101","59B2-59B2","2R:22834647..22836701(1)","2R",22834647,22836701
"728","Dmel","wst","FBgn0082914","2-71.6","","","",NA,NA
"729","Dmel","snoRNA:Psi28S-2444","FBgn0082987","2-89","56D7-56D7","2R:19443127..19443256(1)","2R",19443127,19443256
"730","Dmel","snoRNA:Psi28S-3316a","FBgn0082972","2-94","57D11-57D11","2R:21326739..21326870(1)","2R",21326739,21326870
"731","Dmel","mir-4912","FBgn0263575","2-13","25A8-25A8","2L:4829980..4830039(-1)","2L",4829980,4830039
"732","Dmel","snoRNA:Psi28S-3378","FBgn0082963","2-94","57D12-57D12","2R:21329698..21329847(1)","2R",21329698,21329847
"733","Dmel","snoRNA:Psi28S-3316c","FBgn0082970","2-94","57D12-57D12","2R:21330127..21330259(1)","2R",21330127,21330259
"734","Dmel","snoRNA:Psi18S-841b","FBgn0083018","2-94","57D12-57D12","2R:21330276..21330413(1)","2R",21330276,21330413
"735","Dmel","snoRNA:Psi28S-3316d","FBgn0082969","2-94","57D12-57D12","2R:21330434..21330565(1)","2R",21330434,21330565
"736","Dmel","mir-4910","FBgn0263577","2-13","25A7-25A7","2L:4817816..4817881(-1)","2L",4817816,4817881
"737","Dmel","mir-4947","FBgn0263579","3-97","98F5-98F5","3R:29008753..29008852(-1)","3R",29008753,29008852
"738","Dmel","5SrRNA:CR33360","FBgn0053360","2-90","56E2-56E2","2R:19763544..19763678(-1)","2R",19763544,19763678
"739","Dmel","CG33758","FBgn0053758","2-60","45D8-45D8","2R:9453409..9454055(-1)","2R",9453409,9454055
"740","Dmel","mir-968","FBgn0262332","2-49","34D1-34D1","2L:13747748..13747839(-1)","2L",13747748,13747839
"741","Dmel","mir-2281","FBgn0262327","3-55","88B8-88B8","3R:14396399..14396501(-1)","3R",14396399,14396501
"742","Dmel","Patr-1","FBgn0266053","3-59","89E10-89E10","3R:17043564..17048421(1)","3R",17043564,17048421
"743","Dmel","B1509","FBgn0259658","","","","",NA,NA
"744","Dmel","acj3","FBgn0000027","1-","","","",NA,NA
"745","Dmel","B0969","FBgn0259663","","","","",NA,NA
"746","Dmel","B0183","FBgn0259659","","","","",NA,NA
"747","Dmel","B0499","FBgn0259660","","","","",NA,NA
"748","Dmel","acj1","FBgn0000025","1-","","","",NA,NA
"749","Dmel","acj2","FBgn0000026","1-","","","",NA,NA
"750","Dmel","AcpB","FBgn0000029","2-52.8","","","",NA,NA
"751","Dmel","B0572","FBgn0259662","","","","",NA,NA
"752","Dmel","snmRNA:158","FBgn0065104","2-15","25C10-25C10","2L:5206205..5206361(1)","2L",5206205,5206361
"753","Dmel","Mcm3","FBgn0284442","1-11","4F5-4F5","X:5323855..5326738(1)","X",5323855,5326738
"754","Dmel","CG43123","FBgn0262583","2-56","43B2-43B2","2R:7402757..7403870(1)","2R",7402757,7403870
"755","Dmel","B0751","FBgn0259664","","","","",NA,NA
"756","Dmel","B1350","FBgn0259665","","","","",NA,NA
"757","Dmel","5SrRNA:CR33361","FBgn0053361","2-90","56E2-56E2","2R:19763175..19763309(-1)","2R",19763175,19763309
"758","Dmel","B0729","FBgn0259666","","","","",NA,NA
"759","Dmel","B0748","FBgn0259667","","","","",NA,NA
"760","Dmel","B2038","FBgn0259668","","","","",NA,NA
"761","Dmel","snRNA:LU","FBgn0263847","2-8","23C5-23C5","2L:3046765..3046880(1)","2L",3046765,3046880
"762","Dmel","B1522","FBgn0259671","","","","",NA,NA
"763","Dmel","Fit2","FBgn0036688","3-45","73E4-73E4","3L:17024328..17027117(1)","3L",17024328,17027117
"764","Dmel","B0942","FBgn0259669","","","","",NA,NA
"765","Dmel","B0404","FBgn0259670","","","","",NA,NA
"766","Dmel","topi","FBgn0037751","3-49","85E8-85E8","3R:9775121..9777943(1)","3R",9775121,9777943
"767","Dmel","su(rdgA)40","FBgn0261448","","","","",NA,NA
"768","Dmel","sit","FBgn0038986","3-75","94B4-94B4","3R:22558342..22562572(-1)","3R",22558342,22562572
"769","Dmel","Amt","FBgn0038309","3-56","88E4-88E5","3R:15247163..15249137(-1)","3R",15247163,15249137
"770","Dmel","B0211","FBgn0259625","","","","",NA,NA
"771","Dmel","Osi12","FBgn0037419","3-47.5","83E2-83E2","3R:6278531..6282495(1)","3R",6278531,6282495
"772","Dmel","ppk20","FBgn0039676","3-99","99B6-99B7","3R:29666814..29668877(-1)","3R",29666814,29668877
"773","Dmel","5SrRNA:CR33362","FBgn0053362","2-90","56E2-56E2","2R:19762802..19762936(-1)","2R",19762802,19762936
"774","Dmel","Acp63F","FBgn0015585","3-9","63F1-63F1","3L:3815839..3816354(-1)","3L",3815839,3816354
"775","Dmel","ida","FBgn0041147","3-9","63F6-63F6","3L:3905344..3907813(1)","3L",3905344,3907813
"776","Dmel","AcpC","FBgn0000030","2-53.0","36D1-36F1","","",NA,NA
"777","Dmel","B0674","FBgn0259672","","","","",NA,NA
"778","Dmel","ppk7","FBgn0031802","2-19","26C3-26C3","2L:6352324..6354331(-1)","2L",6352324,6354331
"779","Dmel","snmRNA:254","FBgn0065100","2-54","39E7-39E7","2L:21680670..21680700(-1)","2L",21680670,21680700
"780","Dmel","B1515","FBgn0259615","","","","",NA,NA
"781","Dmel","EP3916","FBgn0086373","","","","",NA,NA
"782","Dmel","EP3377","FBgn0086375","","","","",NA,NA
"783","Dmel","EP893","FBgn0086374","","","","",NA,NA
"784","Dmel","YME1L","FBgn0034792","2-101","59B4-59B4","2R:22882747..22886247(-1)","2R",22882747,22886247
"785","Dmel","CheA75a","FBgn0036783","3-45","75C2-75C2","3L:18252088..18252846(1)","3L",18252088,18252846
"786","Dmel","B0975","FBgn0259673","","","","",NA,NA
"787","Dmel","CG14062","FBgn0039592","3-96","98D7-98D7","3R:28641585..28642891(-1)","3R",28641585,28642891
"788","Dmel","CG11882","FBgn0039642","3-97","98F12-98F12","3R:29147016..29148172(-1)","3R",29147016,29148172
"789","Dmel","snoRNA:229","FBgn0065073","2-102","59C3-59C3","2R:23073829..23073968(-1)","2R",23073829,23073968
"790","Dmel","snmRNA:641","FBgn0065088","3-45","74E5-74E5","3L:17668588..17668730(-1)","3L",17668588,17668730
"791","Dmel","CG14207","FBgn0031037","1-63","18D3-18D3","X:19605199..19611413(1)","X",19605199,19611413
"792","Dmel","CG8405","FBgn0034071","2-77","52E1-52E1","2R:16047648..16060835(1)","2R",16047648,16060835
"793","Dmel","mir-990","FBgn0262307","2-81","53E1-53E1","2R:16895223..16895308(-1)","2R",16895223,16895308
"794","Dmel","Cep89","FBgn0266708","2-75","52B5-52C1","2R:15687388..15688985(-1)","2R",15687388,15688985
"795","Dmel","mir-13b-1","FBgn0262367","3-57","88F4-88F4","3R:15417408..15417475(-1)","3R",15417408,15417475
"796","Dmel","B2032","FBgn0259614","","","","",NA,NA
"797","Dmel","B0323","FBgn0259620","","","","",NA,NA
"798","Dmel","mir-284","FBgn0262383","3-52","87C1-87C1","3R:12551515..12551614(-1)","3R",12551515,12551614
"799","Dmel","mir-932","FBgn0262205","2-23","27C3-27C3","2L:6902062..6902152(1)","2L",6902062,6902152
"800","Dmel","B0891","FBgn0259612","","","","",NA,NA
"801","Dmel","B0699","FBgn0259613","","","","",NA,NA
"802","Dmel","mir-1015","FBgn0262457","3-84","95F14-95F14","3R:24339232..24339295(1)","3R",24339232,24339295
"803","Dmel","CG14511","FBgn0039641","3-97","98F12-98F12","3R:29145678..29146893(-1)","3R",29145678,29146893
"804","Dmel","Ir85a","FBgn0037630","3-48","85B1-85B1","3R:8794684..8796966(1)","3R",8794684,8796966
"805","Dmel","B1505","FBgn0259616","","","","",NA,NA
"806","Dmel","mir-1005","FBgn0262375","2-12","24E1-24E1","2L:4343696..4343756(1)","2L",4343696,4343756
"807","Dmel","mir-961","FBgn0262239","2-17","25F2-25F2","2L:5641191..5641279(1)","2L",5641191,5641279
"808","Dmel","mir-318","FBgn0262420","3-49","86B4-86B4","3R:10408302..10408369(1)","3R",10408302,10408369
"809","Dmel","mir-12","FBgn0262395","1-50","13C7-13C7","X:15509473..15509546(1)","X",15509473,15509546
"810","Dmel","B1510","FBgn0259617","","","","",NA,NA
"811","Dmel","B1516","FBgn0259618","","","","",NA,NA
"812","Dmel","B1517","FBgn0259619","","","","",NA,NA
"813","Dmel","CG15139","FBgn0040987","","36C3-36C3","","",NA,NA
"814","Dmel","cdm","FBgn0261532","3-62","90F5-90F5","3R:18179275..18183479(-1)","3R",18179275,18183479
"815","Dmel","snoRNA:Psi18S-841c","FBgn0083017","2-94","57D12-57D12","2R:21330583..21330715(1)","2R",21330583,21330715
"816","Dmel","snoRNA:Psi28S-3316e","FBgn0082968","2-94","57D12-57D12","2R:21330736..21330867(1)","2R",21330736,21330867
"817","Dmel","snoRNA:Psi18S-841d","FBgn0083016","2-94","57D12-57D12","2R:21330906..21331043(1)","2R",21330906,21331043
"818","Dmel","snoRNA:Psi18S-1389a","FBgn0083046","2-94","57D12-57D12","2R:21333934..21334092(1)","2R",21333934,21334092
"819","Dmel","snoRNA:Psi18S-1389b","FBgn0083045","2-94","57D12-57D12","2R:21334145..21334299(1)","2R",21334145,21334299
"820","Dmel","Sfp24Bb","FBgn0259952","2-10","24B1-24B1","2L:3669261..3669775(-1)","2L",3669261,3669775
"821","Dmel","snmRNA:438","FBgn0065092","3-0.5","61C1-61C1","3L:434855..434918(-1)","3L",434855,434918
"822","Dmel","Gr39a","FBgn0264556","2-54","39C1-39C1","2L:21290734..21297686(1)","2L",21290734,21297686
"823","Dmel","Zmynd10","FBgn0266709","3-39","69F5-69F5","3L:13024763..13026437(-1)","3L",13024763,13026437
"824","Dmel","CG31804","FBgn0051804","2-53","36C6-36C6","2L:17363496..17364351(1)","2L",17363496,17364351
"825","Dmel","Prp3","FBgn0036915","3-46","76D4-76D4","3L:19910300..19912504(1)","3L",19910300,19912504
"826","Dmel","CG33337","FBgn0053337","3-80","95A3-95A3","3R:23590141..23592769(-1)","3R",23590141,23592769
"827","Dmel","snmRNA:357","FBgn0065097","3-14","64D3-64D3","3L:5567885..5567961(-1)","3L",5567885,5567961
"828","Dmel","CG12849","FBgn0035068","2-107","60E2-60E2","2R:24797925..24798613(1)","2R",24797925,24798613
"829","Dmel","B0995","FBgn0259621","","","","",NA,NA
"830","Dmel","B0066","FBgn0259622","","","","",NA,NA
"831","Dmel","B0531","FBgn0259623","","","","",NA,NA
"832","Dmel","B0621","FBgn0259624","","","","",NA,NA
"833","Dmel","B2033","FBgn0259627","","","","",NA,NA
"834","Dmel","CG9406","FBgn0034592","2-93","57C3-57C3","2R:21142368..21143261(1)","2R",21142368,21143261
"835","Dmel","CG33645","FBgn0053645","2-48","34C4-34C4","2L:13532824..13533454(1)","2L",13532824,13533454
"836","Dmel","CG5043","FBgn0032636","2-53","36C8-36C8","2L:17433862..17435800(1)","2L",17433862,17435800
"837","Dmel","CG31498","FBgn0051498","","89D6-89D6","","",NA,NA
"838","Dmel","B1506","FBgn0259626","","","","",NA,NA
"839","Dmel","Ccdc56","FBgn0261353","3-36","68D2-68D2","3L:11708979..11710570(1)","3L",11708979,11710570
"840","Dmel","hog","FBgn0266710","1-49","12F3-12F3","X:14718273..14718942(-1)","X",14718273,14718942
"841","Dmel","CG9624","FBgn0038213","3-55","88B1-88B1","3R:14228018..14229145(-1)","3R",14228018,14229145
"842","Dmel","Madm","FBgn0027497","3-47.5","83C2-83C2","3R:5742510..5747138(1)","3R",5742510,5747138
"843","Dmel","Rab39","FBgn0029959","1-20","7B7-7B7","X:7734923..7736756(1)","X",7734923,7736756
"844","Dmel","B1368","FBgn0259628","","","","",NA,NA
"845","Dmel","B1112","FBgn0259629","","","","",NA,NA
"846","Dmel","CG9452","FBgn0036877","3-45","76B5-76B5","3L:19501010..19503870(-1)","3L",19501010,19503870
"847","Dmel","mir-4908","FBgn0263527","3-100","99F6-99F6","3R:30506829..30506887(1)","3R",30506829,30506887
"848","Dmel","Ing5","FBgn0032516","2-48","34B9-34B9","2L:13385848..13387312(-1)","2L",13385848,13387312
"849","Dmel","pHCl-1","FBgn0264908","3-43","72A2-72A4","3L:15848578..15899029(-1)","3L",15848578,15899029
"850","Dmel","pHCl-2","FBgn0039840","3-102","100C1-100C1","3R:31300918..31305384(-1)","3R",31300918,31305384
"851","Dmel","Phox","FBgn0261374","2-80.6","","","",NA,NA
"852","Dmel","mir-2499","FBgn0262338","1-63","18D1-18D1","X:19557008..19557103(1)","X",19557008,19557103
"853","Dmel","CG33627","FBgn0053627","2-67","49A3-49A3","2R:12411011..12411678(1)","2R",12411011,12411678
"854","Dmel","Snp","FBgn0265192","2-98","58B1-58B2","2R:22060950..22069757(1)","2R",22060950,22069757
"855","Dmel","mir-969","FBgn0262263","1-59","16F7-16F7","X:18124357..18124450(1)","X",18124357,18124450
"856","Dmel","CG33626","FBgn0053626","2-67","49A3-49A3","2R:12410079..12410696(1)","2R",12410079,12410696
"857","Dmel","Zir","FBgn0031216","2-0.5","21B1-21B2","2L:94739..102086(1)","2L",94739,102086
"858","Dmel","mir-303","FBgn0262390","1-8","4C2-4C2","X:4366179..4366248(-1)","X",4366179,4366248
"859","Dmel","mir-11","FBgn0262434","3-72","93E9-93E9","3R:21622497..21622571(-1)","3R",21622497,21622571
"860","Dmel","mir-4970","FBgn0263528","2-43","32A5-32A5","2L:10741885..10741987(1)","2L",10741885,10741987
"861","Dmel","CG4763","FBgn0034910","2-105","60A2-60A2","2R:23823357..23824868(-1)","2R",23823357,23824868
"862","Dmel","B2034","FBgn0259630","","","","",NA,NA
"863","Dmel","mir-283","FBgn0262426","1-50","13C7-13C7","X:15507956..15508055(1)","X",15507956,15508055
"864","Dmel","mir-314","FBgn0262396","3-36","68D4-68D4","3L:11773012..11773101(1)","3L",11773012,11773101
"865","Dmel","mir-2491","FBgn0262237","1-66","20E2-20E2","X:22833440..22833583(-1)","X",22833440,22833583
"866","Dmel","mir-124","FBgn0262398","2-53","36D1-36D1","2L:17566370..17566469(1)","2L",17566370,17566469
"867","Dmel","let-7","FBgn0262406","2-53","36F5-36F5","2L:18472034..18472111(1)","2L",18472034,18472111
"868","Dmel","Src64B","FBgn0262733","3-12","64B11-64B12","3L:4592447..4626196(-1)","3L",4592447,4626196
"869","Dmel","mir-4977","FBgn0263529","2-56","43B2-43B2","2R:7406733..7406837(-1)","2R",7406733,7406837
"870","Dmel","B0611","FBgn0259631","","","","",NA,NA
"871","Dmel","brat","FBgn0010300","2-54","37C1-37C6","2L:19133816..19179758(1)","2L",19133816,19179758
"872","Dmel","CG31355","FBgn0051355","","87C2-87C2","","",NA,NA
"873","Dmel","snoRNA:Psi28S-1175a","FBgn0083005","2-100","58F1-58F1","2R:22607085..22607220(1)","2R",22607085,22607220
"874","Dmel","snoRNA:Psi28S-1175b","FBgn0083004","2-100","58F1-58F1","2R:22607232..22607372(1)","2R",22607232,22607372
"875","Dmel","snoRNA:Psi28S-1175c","FBgn0083003","2-100","58F1-58F1","2R:22607385..22607520(1)","2R",22607385,22607520
"876","Dmel","CG4537","FBgn0032153","2-37","30E1-30E1","2L:9890885..9891336(1)","2L",9890885,9891336
"877","Dmel","CG9168","FBgn0035216","3-0.5","62A1-62A1","3L:1411057..1413089(1)","3L",1411057,1413089
"878","Dmel","FucTD","FBgn0035217","3-0.5","62A1-62A1","3L:1416231..1417933(1)","3L",1416231,1417933
"879","Dmel","CG10014","FBgn0038000","3-52","87B2-87B2","3R:12222387..12224048(1)","3R",12222387,12224048
"880","Dmel","Atf6","FBgn0033010","2-55","41D4-41E1","2R:5144733..5154756(1)","2R",5144733,5154756
"881","Dmel","snoRNA:Me28S-G1083c","FBgn0082933","2-106","60C2-60C2","2R:24185323..24185405(1)","2R",24185323,24185405
"882","Dmel","snoRNA:Me28S-G1083d","FBgn0082932","2-106","60C2-60C2","2R:24185562..24185644(1)","2R",24185562,24185644
"883","Dmel","snoRNA:Or-aca1","FBgn0082925","2-100","58F1-58F1","2R:22607544..22607678(1)","2R",22607544,22607678
"884","Dmel","snoRNA:Me28S-G1083a","FBgn0082935","2-106","60C2-60C2","2R:24184840..24184923(1)","2R",24184840,24184923
"885","Dmel","snoRNA:Me28S-G1083b","FBgn0082934","2-106","60C2-60C2","2R:24185087..24185169(1)","2R",24185087,24185169
"886","Dmel","Cpr49Ah","FBgn0033731","2-67","49A3-49A3","2R:12413962..12415170(1)","2R",12413962,12415170
"887","Dmel","Ugt86Dg","FBgn0040253","3-50","86D5-86D5","3R:11164423..11166074(-1)","3R",11164423,11166074
"888","Dmel","CG31388","FBgn0051388","3-50","86D8-86D8","3R:11237815..11240114(1)","3R",11237815,11240114
"889","Dmel","CG12912","FBgn0033497","2-62","46F7-46F7","2R:10205454..10234607(-1)","2R",10205454,10234607
"890","Dmel","B0377","FBgn0259632","","","","",NA,NA
"891","Dmel","B0583","FBgn0259594","","","","",NA,NA
