"module","modSize","bkgrModSize","rank","enrichmentP","BonferoniP","nModGenesInTerm","fracOfBkgrModSize","fracOfBkgrTermSize","bkgrTermSize","termID","termOntology","termName","termDefinition"
"lightcyan",117,107,5,2.04057087383852e-10,1.73142438645198e-06,49,0.457943925233645,0.0249872514023457,1961,"GO:0019222","BP","regulation of metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."
"lightcyan",117,107,6,2.90446716969705e-10,2.46444039348795e-06,53,0.495327102803738,0.0233274647887324,2272,"GO:0007275","BP","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."
"lightcyan",117,107,7,3.54404001720162e-09,3.00711795459558e-05,55,0.514018691588785,0.0213013168086754,2582,"GO:0048856","BP","anatomical structure development","The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."
"lightcyan",117,107,8,1.33768003109221e-08,0.000113502150638174,55,0.514018691588785,0.0205761316872428,2673,"GO:0032502","BP","developmental process","A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."
"lightcyan",117,107,9,1.38414805102882e-08,0.000117444962129796,37,0.345794392523364,0.027007299270073,1370,"GO:0048468","BP","cell development","The process whose specific outcome is the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."
"lightcyan",117,107,10,1.5127304718568e-08,0.00012835518053705,43,0.401869158878505,0.0241708825182687,1779,"GO:0031323","BP","regulation of cellular metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."
"lightgreen",107,98,1,2.13354422851187e-30,1.81031227789232e-26,24,0.244897959183673,0.296296296296296,81,"GO:0005761","CC","mitochondrial ribosome","A ribosome found in the mitochondrion of a eukaryotic cell; contains a characteristic set of proteins distinct from those of cytosolic ribosomes."
"lightgreen",107,98,2,9.35898650775625e-29,7.94110005183117e-25,25,0.255102040816327,0.233644859813084,107,"GO:0032543","BP","mitochondrial translation","The chemical reactions and pathways resulting in the formation of a protein in a mitochondrion. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein; the mitochondrion has its own ribosomes and transfer RNAs, and uses a genetic code that differs from the nuclear code."
"lightgreen",107,98,3,9.89249316408405e-27,8.39378044972532e-23,27,0.275510204081633,0.165644171779141,163,"GO:0005759","CC","mitochondrial matrix","The gel-like material, with considerable fine structure, that lies in the matrix space, or lumen, of a mitochondrion. It contains the enzymes of the tricarboxylic acid cycle and, in some organisms, the enzymes concerned with fatty acid oxidation."
"lightgreen",107,98,4,3.98900133148092e-22,3.38466762976156e-18,40,0.408163265306122,0.058055152394775,689,"GO:0005739","CC","mitochondrion","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"lightgreen",107,98,5,3.43307258195942e-21,2.91296208579257e-17,24,0.244897959183673,0.130434782608696,184,"GO:0005840","CC","ribosome","An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins."
"lightgreen",107,98,6,7.1695658694121e-21,6.08337664019617e-17,23,0.23469387755102,0.137724550898204,167,"GO:0003735","MF","structural constituent of ribosome","The action of a molecule that contributes to the structural integrity of the ribosome."
"lightgreen",107,98,7,3.65147188171484e-19,3.09827389163504e-15,15,0.153061224489796,0.294117647058824,51,"GO:0005762","CC","mitochondrial large ribosomal subunit","The larger of the two subunits of a mitochondrial ribosome. Two sites on the ribosomal large subunit are involved in translation: the aminoacyl site (A site) and peptidyl site (P site)."
"lightgreen",107,98,8,2.866877078739e-17,2.43254520131004e-13,28,0.285714285714286,0.0696517412935323,402,"GO:0006412","BP","translation","The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."
"lightgreen",107,98,9,5.38693430687812e-17,4.57081375938608e-13,31,0.316326530612245,0.0586011342155009,529,"GO:0006518","BP","peptide metabolic process","The chemical reactions and pathways involving peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another."
"lightgreen",107,98,10,4.22643809918686e-14,3.58613272716005e-10,15,0.153061224489796,0.142857142857143,105,"GO:0015934","CC","large ribosomal subunit","The larger of the two subunits of a ribosome. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site)."
"lightyellow",107,98,1,2.60952117797925e-13,2.2141787195154e-09,70,0.714285714285714,0.0192413413963716,3638,"GO:0005737","CC","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"lightyellow",107,98,2,1.35701850611847e-09,1.15143020244152e-05,9,0.0918367346938776,0.169811320754717,53,"GO:0005798","CC","Golgi-associated vesicle","Any vesicle associated with the Golgi complex and involved in mediating transport within the Golgi or between the Golgi and other parts of the cell."
"lightyellow",107,98,3,3.46509744901154e-09,2.94013518548629e-05,25,0.255102040816327,0.0362844702467344,689,"GO:0005739","CC","mitochondrion","A semiautonomous, self replicating organelle that occurs in varying numbers, shapes, and sizes in the cytoplasm of virtually all eukaryotic cells. It is notably the site of tissue respiration."
"lightyellow",107,98,4,6.70347599110896e-09,5.68789937845595e-05,9,0.0918367346938776,0.142857142857143,63,"GO:0030135","CC","coated vesicle","Small membrane-bounded organelle formed by pinching off of a coated region of membrane. Some coats are made of clathrin, whereas others are made from other proteins."
"lightyellow",107,98,5,7.376230271152e-09,6.25873138507247e-05,7,0.0714285714285714,0.241379310344828,29,"GO:0030660","CC","Golgi-associated vesicle membrane","The lipid bilayer surrounding a vesicle associated with the Golgi apparatus."
"lightyellow",107,98,6,8.51951387715843e-09,7.22880752476893e-05,5,0.0510204081632653,0.555555555555556,9,"GO:0030126","CC","COPI vesicle coat","One of two multimeric complexes that forms a membrane vesicle coat. The mammalian COPI subunits are called alpha-, beta-, beta'-, gamma-, delta-, epsilon- and zeta-COP. Vesicles with COPI coats are found associated with Golgi membranes at steady state."
"lightyellow",107,98,7,8.51951387715843e-09,7.22880752476893e-05,5,0.0510204081632653,0.555555555555556,9,"GO:0030137","CC","COPI-coated vesicle","A vesicle with a coat formed of the COPI coat complex proteins. COPI-coated vesicles are found associated with Golgi membranes at steady state, are involved in Golgi to endoplasmic reticulum (retrograde) vesicle transport, and possibly also in intra-Golgi transport."
"lightyellow",107,98,8,2.03749751994823e-07,0.00172881664567607,8,0.0816326530612245,0.119402985074627,67,"GO:0006888","BP","ER to Golgi vesicle-mediated transport","The directed movement of substances from the endoplasmic reticulum (ER) to the Golgi, mediated by COP II vesicles. Small COP II coated vesicles form from the ER and then fuse directly with the cis-Golgi. Larger structures are transported along microtubules to the cis-Golgi."
"lightyellow",107,98,9,4.81641255068904e-07,0.00408672604925965,10,0.102040816326531,0.075187969924812,133,"GO:0048193","BP","Golgi vesicle transport","The directed movement of substances into, out of or within the Golgi apparatus, mediated by vesicles."
"lightyellow",107,98,10,1.43589777242764e-06,0.0121835925990485,7,0.0714285714285714,0.116666666666667,60,"GO:0030659","CC","cytoplasmic vesicle membrane","The lipid bilayer surrounding a cytoplasmic vesicle."
"pink",382,345,1,1.71433813637254e-16,1.4546159087121e-12,148,0.428985507246377,0.0616666666666667,2400,"GO:0005634","CC","nucleus","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"pink",382,345,2,2.86949549801034e-16,2.43476693006177e-12,93,0.269565217391304,0.0794871794871795,1170,"GO:0051252","BP","regulation of RNA metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."
"pink",382,345,3,2.87875953479783e-16,2.44262746527596e-12,106,0.307246376811594,0.0735090152565881,1442,"GO:0010468","BP","regulation of gene expression","Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."
"pink",382,345,4,8.85409365568041e-16,7.51269846684483e-12,128,0.371014492753623,0.0652728199898011,1961,"GO:0019222","BP","regulation of metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."
"pink",382,345,5,1.84376909649223e-14,1.56443807837366e-10,117,0.339130434782609,0.0657672849915683,1779,"GO:0031323","BP","regulation of cellular metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."
"pink",382,345,6,3.22917122242866e-14,2.73995178223071e-10,84,0.243478260869565,0.0782122905027933,1074,"GO:0006355","BP","regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"pink",382,345,7,3.62704479385031e-13,3.07754750758199e-09,84,0.243478260869565,0.0749330954504906,1121,"GO:0006351","BP","transcription, DNA-templated","The cellular synthesis of RNA on a template of DNA."
"pink",382,345,8,4.74844216106146e-13,4.02905317366065e-09,131,0.379710144927536,0.0596267637687756,2197,"GO:0010467","BP","gene expression","The process in which a gene's sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."
"pink",382,345,9,2.5063094681677e-12,2.12660358374029e-08,111,0.321739130434783,0.0629251700680272,1764,"GO:0016070","BP","RNA metabolic process","The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."
"pink",382,345,10,6.5660625372999e-12,5.57130406289896e-08,217,0.628985507246377,0.0468176914778856,4635,"GO:0043229","CC","intracellular organelle","Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."
"red",787,618,1,1.4464535564287e-33,1.22731584262975e-29,104,0.168284789644013,0.222222222222222,468,"GO:0050877","BP","nervous system process","A organ system process carried out by any of the organs or tissues of neurological system."
"red",787,618,2,7.35340734443876e-33,6.23936613175629e-29,47,0.0760517799352751,0.5,94,"GO:0050906","BP","detection of stimulus involved in sensory perception","The series of events involved in sensory perception in which a sensory stimulus is received and converted into a molecular signal."
"red",787,618,3,9.71233575062456e-31,8.24091688440494e-27,62,0.100323624595469,0.335135135135135,185,"GO:0007606","BP","sensory perception of chemical stimulus","The series of events required for an organism to receive a sensory chemical stimulus, convert it to a molecular signal, and recognize and characterize the signal. This is a neurological process."
"red",787,618,4,1.71953130118813e-30,1.45902230905813e-26,40,0.0647249190938511,0.555555555555556,72,"GO:0050907","BP","detection of chemical stimulus involved in sensory perception","The series of events in which a chemical stimulus is received and converted into a molecular signal as part of sensory perception."
"red",787,618,5,5.16711247616224e-29,4.38429493602366e-25,44,0.0711974110032362,0.463157894736842,95,"GO:0009593","BP","detection of chemical stimulus","The series of events in which a chemical stimulus is received by a cell and converted into a molecular signal."
"red",787,618,6,8.76112133613111e-28,7.43381145370724e-24,104,0.168284789644013,0.191528545119705,543,"GO:0042995","CC","cell projection","A prolongation or process extending from a cell, e.g. a flagellum or axon."
"red",787,618,7,3.67895522501681e-27,3.12159350842676e-23,31,0.0501618122977346,0.659574468085106,47,"GO:0004984","MF","olfactory receptor activity","Combining with an odorant and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity in response to detection of smell."
"red",787,618,8,2.68469702635531e-26,2.27796542686248e-22,43,0.06957928802589,0.42156862745098,102,"GO:0007608","BP","sensory perception of smell","The series of events required for an organism to receive an olfactory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Olfaction involves the detection of chemical composition of an organism's ambient medium by chemoreceptors. This is a neurological process."
"red",787,618,9,6.27388498074101e-26,5.32339140615875e-22,31,0.0501618122977346,0.62,50,"GO:0050911","BP","detection of chemical stimulus involved in sensory perception of smell","The series of events involved in the perception of smell in which an olfactory chemical stimulus is received and converted into a molecular signal."
"red",787,618,10,3.39741053935178e-23,2.88270284263999e-19,35,0.0566343042071197,0.460526315789474,76,"GO:0005549","MF","odorant binding","Interacting selectively and non-covalently with an odorant, any substance capable of stimulating the sense of smell."
"royalblue",132,123,1,1.36104142207017e-14,1.15484364662654e-10,61,0.495934959349593,0.0311065782763896,1961,"GO:0019222","BP","regulation of metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."
"royalblue",132,123,2,9.16889347775702e-13,7.77980611587683e-09,55,0.447154471544715,0.0309162450815065,1779,"GO:0031323","BP","regulation of cellular metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."
"royalblue",132,123,3,3.72816474192666e-12,3.16334778352477e-08,42,0.341463414634146,0.0374665477252453,1121,"GO:0006351","BP","transcription, DNA-templated","The cellular synthesis of RNA on a template of DNA."
"royalblue",132,123,4,4.20468239978969e-12,3.56767301622155e-08,48,0.390243902439024,0.0332871012482663,1442,"GO:0010468","BP","regulation of gene expression","Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."
"royalblue",132,123,5,1.80738644461017e-11,1.53356739825173e-07,40,0.32520325203252,0.037243947858473,1074,"GO:0006355","BP","regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"royalblue",132,123,6,6.35151046004066e-11,5.3892566253445e-07,41,0.333333333333333,0.035042735042735,1170,"GO:0051252","BP","regulation of RNA metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."
"royalblue",132,123,7,1.23779086465732e-09,1.05026554866174e-05,16,0.130081300813008,0.0816326530612245,196,"GO:0005700","CC","polytene chromosome","A type of chromosome in a polyploid cell, formed when multiple copies of homologous chromosomes are aligned side by side to give a giant chromosome in which distinct chromosome bands are readily visible."
"royalblue",132,123,8,1.28748245166322e-09,1.09242886023624e-05,10,0.0813008130081301,0.172413793103448,58,"GO:0035097","CC","histone methyltransferase complex","A multimeric complex that is able to catalyze the addition of methyl groups to histone proteins."
"royalblue",132,123,9,2.41704153984733e-09,2.05085974656046e-05,19,0.154471544715447,0.0631229235880399,301,"GO:0016477","BP","cell migration","The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues. Cell migration is a central process in the development and maintenance of multicellular organisms."
"royalblue",132,123,10,7.7536271417739e-09,6.57895262979515e-05,35,0.284552845528455,0.0336215177713737,1041,"GO:0009888","BP","tissue development","The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."
"salmon",157,138,1,5.16376395524423e-05,0.438145371602473,26,0.188405797101449,0.0305522914218566,851,"GO:0003677","MF","DNA binding","Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid)."
"salmon",157,138,2,0.000144972721456315,1,30,0.217391304347826,0.0267618198037467,1121,"GO:0006351","BP","transcription, DNA-templated","The cellular synthesis of RNA on a template of DNA."
"salmon",157,138,3,0.000160737151414147,1,41,0.297101449275362,0.0232426303854875,1764,"GO:0016070","BP","RNA metabolic process","The cellular chemical reactions and pathways involving RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."
"salmon",157,138,4,0.000164320774333449,1,29,0.210144927536232,0.0270018621973929,1074,"GO:0006355","BP","regulation of transcription, DNA-templated","Any process that modulates the frequency, rate or extent of cellular DNA-templated transcription."
"salmon",157,138,5,0.000185681587481393,1,49,0.355072463768116,0.0215669014084507,2272,"GO:0007275","BP","multicellular organism development","The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."
"salmon",157,138,6,0.000190600706535378,1,44,0.318840579710145,0.0224375318714941,1961,"GO:0019222","BP","regulation of metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."
"salmon",157,138,7,0.000194077214961427,1,41,0.297101449275362,0.0230466554243957,1779,"GO:0031323","BP","regulation of cellular metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."
"salmon",157,138,8,0.000212257599819384,1,38,0.27536231884058,0.0236612702366127,1606,"GO:0003676","MF","nucleic acid binding","Interacting selectively and non-covalently with any nucleic acid."
"salmon",157,138,9,0.000251132800796784,1,35,0.253623188405797,0.0242718446601942,1442,"GO:0010468","BP","regulation of gene expression","Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA or circRNA (for protein-coding genes) and the translation of that mRNA or circRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form."
"salmon",157,138,10,0.000308019857980967,1,30,0.217391304347826,0.0256410256410256,1170,"GO:0051252","BP","regulation of RNA metabolic process","Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving RNA."
"skyblue",52,46,1,2.11875760337537e-25,1.797765826464e-21,18,0.391304347826087,0.181818181818182,99,"GO:0022626","CC","cytosolic ribosome","A ribosome located in the cytosol."
"skyblue",52,46,2,8.28333618727771e-22,7.02841075490513e-18,17,0.369565217391304,0.138211382113821,123,"GO:0002181","BP","cytoplasmic translation","The chemical reactions and pathways resulting in the formation of a protein in the cytoplasm. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein."
"skyblue",52,46,3,2.6102408823116e-20,2.21478938864139e-16,18,0.391304347826087,0.0978260869565217,184,"GO:0005840","CC","ribosome","An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins."
"skyblue",52,46,4,1.82760393175822e-19,1.55072193609685e-15,17,0.369565217391304,0.101796407185629,167,"GO:0003735","MF","structural constituent of ribosome","The action of a molecule that contributes to the structural integrity of the ribosome."
"skyblue",52,46,5,2.13604513491084e-16,1.81243429697185e-12,23,0.5,0.0361635220125786,636,"GO:0005829","CC","cytosol","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"skyblue",52,46,6,1.1415718894635e-15,9.6862374820978e-12,21,0.456521739130435,0.0396975425330813,529,"GO:0006518","BP","peptide metabolic process","The chemical reactions and pathways involving peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another."
"skyblue",52,46,7,1.72494119686599e-15,1.4636126055408e-11,19,0.41304347826087,0.0472636815920398,402,"GO:0006412","BP","translation","The cellular metabolic process in which a protein is formed, using the sequence of a mature mRNA or circRNA molecule to specify the sequence of amino acids in a polypeptide chain. Translation is mediated by the ribosome, and begins with the formation of a ternary complex between aminoacylated initiator methionine tRNA, GTP, and initiation factor 2, which subsequently associates with the small subunit of the ribosome and an mRNA or circRNA. Translation ends with the release of a polypeptide chain from the ribosome."
"skyblue",52,46,8,5.25533586057428e-14,4.45915247769728e-10,18,0.391304347826087,0.0433734939759036,415,"GO:0005198","MF","structural molecule activity","The action of a molecule that contributes to the structural integrity of a complex or its assembly within or outside a cell."
"skyblue",52,46,9,1.52630547126717e-13,1.2950701923702e-09,9,0.195652173913043,0.209302325581395,43,"GO:0022627","CC","cytosolic small ribosomal subunit","The small subunit of a ribosome located in the cytosol."
"skyblue",52,46,10,1.65529521679593e-12,1.40451799145135e-08,9,0.195652173913043,0.163636363636364,55,"GO:0022625","CC","cytosolic large ribosomal subunit","The large subunit of a ribosome located in the cytosol."
"steelblue",44,40,1,2.98082193791695e-06,0.0252922741432253,3,0.075,0.375,8,"GO:0034067","BP","protein localization to Golgi apparatus","A process in which a protein is transported to, or maintained in, a location within the Golgi apparatus."
"steelblue",44,40,2,7.98905598014008e-06,0.0677871399914886,10,0.25,0.0214592274678112,466,"GO:0032879","BP","regulation of localization","Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."
"steelblue",44,40,3,3.21360983429282e-05,0.272674794439745,27,0.675,0.0074216602528862,3638,"GO:0005737","CC","cytoplasm","All of the contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"steelblue",44,40,4,4.38390291658002e-05,0.371974162471815,2,0.05,0.666666666666667,3,"GO:0045053","BP","protein retention in Golgi apparatus","The retention of proteins within the Golgi apparatus. Golgi-localized carbohydrate-modifying enzymes have a short N-terminal domain that faces the cytosol, a single transmembrane alpha helix, and a large C-terminal domain that faces the Golgi lumen and that contains the catalytic site. How the membrane-spanning alpha helix in a Golgi enzyme causes its localization and prevents its movement to the plasma membrane is not known."
"steelblue",44,40,5,4.71197560630842e-05,0.39981113019527,6,0.15,0.0348837209302326,172,"GO:0017016","MF","Ras GTPase binding","Interacting selectively and non-covalently with any member of the Ras superfamily of monomeric GTPases."
"steelblue",44,40,6,4.76655423384269e-05,0.404442126741552,20,0.5,0.00917852225791648,2179,"GO:0005515","MF","protein binding","Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules)."
"steelblue",44,40,7,5.19067510089204e-05,0.440428782310689,6,0.15,0.0342857142857143,175,"GO:0031267","MF","small GTPase binding","Interacting selectively and non-covalently with a small monomeric GTPase."
"steelblue",44,40,8,0.00010020604975994,0.850248332213092,6,0.15,0.0304568527918782,197,"GO:0051020","MF","GTPase binding","Interacting selectively and non-covalently with a GTPase, any enzyme that catalyzes the hydrolysis of GTP."
"steelblue",44,40,9,0.000136481217760946,1,7,0.175,0.0232558139534884,301,"GO:0016477","BP","cell migration","The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues. Cell migration is a central process in the development and maintenance of multicellular organisms."
"steelblue",44,40,10,0.000145413656955129,1,2,0.05,0.4,5,"GO:0042066","BP","perineurial glial growth","Glial cell growth that occurs in the perineurium, a cell layer that ensheaths projections of peripheral nerves, such as motor axons."
"tan",163,141,1,1.11512855770461e-05,0.0946186581212359,20,0.141843971631206,0.040650406504065,492,"GO:0016192","BP","vesicle-mediated transport","A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane."
"tan",163,141,2,4.05486323864807e-05,0.344055145799288,4,0.0283687943262411,0.266666666666667,15,"GO:0030119","CC","AP-type membrane coat adaptor complex","Any of several heterotetrameric complexes that link clathrin (or another coat-forming molecule, as hypothesized for AP-3 and AP-4) to a membrane surface; they are found on coated pits and coated vesicles, and mediate sorting of cargo proteins into vesicles. Each AP complex contains two large (a beta and one of either an alpha, gamma, delta, or epsilon) subunits (110-130 kDa), a medium (mu) subunit (approximately 50 kDa), and a small (sigma) subunit (15-20 kDa)."
"tan",163,141,3,0.000110346740189887,0.936292090511192,4,0.0283687943262411,0.210526315789474,19,"GO:0006727","BP","ommochrome biosynthetic process","The chemical reactions and pathways resulting in the formation of ommochromes, any of a large group of natural polycyclic pigments commonly found in the Arthropoda, particularly in the ommatidia of the compound eye."
"tan",163,141,4,0.000110346740189887,0.936292090511192,4,0.0283687943262411,0.210526315789474,19,"GO:0008055","BP","ocellus pigment biosynthetic process","The chemical reactions and pathways resulting in the formation of ocellus pigments, any general or particular coloring matter in living organisms, found or utilized in the ocellus, a minute simple eye found in many invertebrates."
"tan",163,141,5,0.000197467227352788,1,3,0.0212765957446809,0.333333333333333,9,"GO:0048096","BP","chromatin-mediated maintenance of transcription","Maintenance of transcription by remodelling of chromatin into an 'open configuration'. Once established, this regulation is mitotically stable and is maintained over many cell divisions. It is also heritable."
"tan",163,141,6,0.000396070587061979,1,16,0.113475177304965,0.0357142857142857,448,"GO:0005654","CC","nucleoplasm","That part of the nuclear content other than the chromosomes or the nucleolus."
"tan",163,141,7,0.000505209008205362,1,6,0.0425531914893617,0.0810810810810811,74,"GO:0030532","CC","small nuclear ribonucleoprotein complex","A complex composed of RNA of the small nuclear RNA (snRNA) class and protein, found in the nucleus of a eukaryotic cell. These are typically named after the snRNA(s) they contain, e.g. U1 snRNP or U4/U6 snRNP. Many, but not all, of these complexes are involved in splicing of nuclear mRNAs."
"tan",163,141,8,0.000855741521885936,1,29,0.205673758865248,0.0250215703192407,1159,"GO:0006464","BP","cellular protein modification process","The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications) occurring at the level of an individual cell. Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."
"tan",163,141,9,0.00109231818603172,1,2,0.0141843971631206,0.5,4,"GO:0030123","CC","AP-3 adaptor complex","A heterotetrameric AP-type membrane coat adaptor complex that consists of beta3, delta, mu3 and sigma3 subunits and is found associated with endosomal membranes. AP-3 does not appear to associate with clathrin in all organisms. In at least humans, the AP-3 complex can be heterogeneric due to the existence of multiple subunit isoforms encoded by different genes (beta3A and beta3B, mu3A and mu3B, and sigma3A and sigma3B)."
"tan",163,141,10,0.00171868243097473,1,4,0.0283687943262411,0.105263157894737,38,"GO:0006726","BP","eye pigment biosynthetic process","The chemical reactions and pathways resulting in the formation of eye pigments, any general or particular coloring matter in living organisms, found or utilized in the eye."
"turquoise",3337,2609,1,3.05320651196268e-45,2.59064572540033e-41,407,0.155998466845535,0.461975028376845,881,"GO:0005576","CC","extracellular region","The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."
"turquoise",3337,2609,2,5.62550806466475e-35,4.77324359286804e-31,246,0.0942889996167114,0.507216494845361,485,"GO:0005615","CC","extracellular space","That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."
