Category	Term	Count	Percent	PValue	Genes	List_Total	Pop Hits	Pop Total	Fold_Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0004032~alditol:NADP+ 1-oxidoreductase activity	5	0.202922078	0.012700407	"FBGN0036183, FBGN0027552, FBGN0086254, FBGN0033101, FBGN0036290"	1717	6	9284	4.50592118	0.999999401	0.667853724	18.52605937
GOTERM_MF_DIRECT	GO:0004579~dolichyl-diphosphooligosaccharide-protein glycotransferase activity	5	0.202922078	0.012700407	"FBGN0263852, FBGN0011336, FBGN0053774, FBGN0041723, FBGN0053303"	1717	6	9284	4.50592118	0.999999401	0.667853724	18.52605937
UP_KEYWORDS	4Fe-4S	9	0.36525974	0.013163594	"FBGN0263241, FBGN0014028, FBGN0259113, FBGN0037011, FBGN0017566, FBGN0024958, FBGN0024957, FBGN0032907, FBGN0030718"	2385	20	13921	2.626603774	0.990574654	0.17020294	16.58855777
GOTERM_BP_DIRECT	GO:0007218~neuropeptide signaling pathway	18	0.730519481	0.013221438	"FBGN0041707, FBGN0032840, FBGN0028374, FBGN0038880, FBGN0040717, FBGN0045038, FBGN0039722, FBGN0032048, FBGN0035092, FBGN0042201, FBGN0038147, FBGN0035385, FBGN0027109, FBGN0038199, FBGN0029723, FBGN0000564, FBGN0004622, FBGN0000715"	1861	58	10996	1.833719357	1	0.833679888	20.8632735
KEGG_PATHWAY	dme04141:Protein processing in endoplasmic reticulum	38	1.542207792	0.013481755	"FBGN0035909, FBGN0037718, FBGN0011296, FBGN0005585, FBGN0031256, FBGN0032015, FBGN0039562, FBGN0004003, FBGN0053303, FBGN0021795, FBGN0267384, FBGN0086357, FBGN0031049, FBGN0034277, FBGN0033691, FBGN0262125, FBGN0040340, FBGN0014002, FBGN0039348, FBGN0032643, FBGN0038515, FBGN0010638, FBGN0263852, FBGN0033663, FBGN0035333, FBGN0266599, FBGN0011016, FBGN0011336, FBGN0038145, FBGN0267972, FBGN0014868, FBGN0025700, FBGN0019990, FBGN0025678, FBGN0024509, FBGN0030329, FBGN0035771, FBGN0028327"	573	126	2737	1.440566221	0.811665458	0.112416369	14.48774147
INTERPRO	"IPR024706:Peroxiredoxin, AhpC-type"	5	0.202922078	0.013710853	"FBGN0033520, FBGN0031479, FBGN0033521, FBGN0040309, FBGN0033518"	2074	6	10984	4.413371906	1	0.705829407	21.52071336
INTERPRO	"IPR016160:Aldehyde dehydrogenase, conserved site"	5	0.202922078	0.013710853	"FBGN0051075, FBGN0012036, FBGN0032945, FBGN0010548, FBGN0023537"	2074	6	10984	4.413371906	1	0.705829407	21.52071336
INTERPRO	IPR008978:HSP20-like chaperone	10	0.405844156	0.013851923	"FBGN0001224, FBGN0032181, FBGN0037728, FBGN0001227, FBGN0034442, FBGN0035982, FBGN0011296, FBGN0030342, FBGN0032345, FBGN0031037"	2074	22	10984	2.407293767	1	0.69642314	21.71751431
UP_KEYWORDS	Amidation	11	0.446428571	0.014136693	"FBGN0027109, FBGN0038199, FBGN0032840, FBGN0028374, FBGN0039722, FBGN0032048, FBGN0040653, FBGN0035092, FBGN0042201, FBGN0000715, FBGN0038147"	2385	28	13921	2.293066786	0.993339921	0.175315809	17.70741392
UP_SEQ_FEATURE	disulfide bond	65	2.637987013	0.0143585	"FBGN0010389, FBGN0266137, FBGN0035806, FBGN0001137, FBGN0005585, FBGN0043578, FBGN0039734, FBGN0003719, FBGN0043576, FBGN0033327, FBGN0004118, FBGN0027095, FBGN0010403, FBGN0026415, FBGN0004569, FBGN0004622, FBGN0010240, FBGN0030480, FBGN0265296, FBGN0283461, FBGN0020506, FBGN0004514, FBGN0262018, FBGN0003137, FBGN0004598, FBGN0011828, FBGN0010473, FBGN0000592, FBGN0015777, FBGN0000564, FBGN0000079, FBGN0000078, FBGN0031872, FBGN0261800, FBGN0031381, FBGN0263116, FBGN0044048, FBGN0000039, FBGN0025879, FBGN0040070, FBGN0000490, FBGN0003495, FBGN0283494, FBGN0003358, FBGN0011204, FBGN0016123, FBGN0011582, FBGN0000636, FBGN0024234, FBGN0010114, FBGN0000299, FBGN0086359, FBGN0003149, FBGN0040309, FBGN0013763, FBGN0004431, FBGN0012037, FBGN0004168, FBGN0014002, FBGN0053517, FBGN0052475, FBGN0003444, FBGN0005672, FBGN0011554, FBGN0004108"	587	265	3113	1.300793931	0.999999996	0.961009569	21.11283588
INTERPRO	IPR013106:Immunoglobulin V-set	14	0.568181818	0.01440143	"FBGN0032006, FBGN0052600, FBGN0260995, FBGN0053512, FBGN0083949, FBGN0038282, FBGN0010473, FBGN0032233, FBGN0041097, FBGN0037993, FBGN0265045, FBGN0085400, FBGN0028482, FBGN0039617"	2074	37	10984	2.003909406	1	0.697902789	22.47968506
INTERPRO	IPR001395:Aldo/keto reductase	7	0.284090909	0.014610952	"FBGN0036183, FBGN0027552, FBGN0086254, FBGN0033101, FBGN0037974, FBGN0036290, FBGN0037973"	2074	12	10984	3.089360334	1	0.690892162	22.7684462
UP_KEYWORDS	Glycoprotein	106	4.301948052	0.014867483	"FBGN0010388, FBGN0266137, FBGN0010389, FBGN0035806, FBGN0039734, FBGN0039172, FBGN0260004, FBGN0023496, FBGN0003748, FBGN0004569, FBGN0004622, FBGN0046685, FBGN0004619, FBGN0038880, FBGN0264574, FBGN0011828, FBGN0052750, FBGN0004360, FBGN0003366, FBGN0031872, FBGN0028481, FBGN0045073, FBGN0032117, FBGN0263116, FBGN0000039, FBGN0039520, FBGN0039420, FBGN0270928, FBGN0011204, FBGN0250910, FBGN0013763, FBGN0012037, FBGN0002022, FBGN0004168, FBGN0001189, FBGN0266599, FBGN0066114, FBGN0086365, FBGN0004055, FBGN0035523, FBGN0003444, FBGN0004108, FBGN0011603, FBGN0086674, FBGN0001137, FBGN0043578, FBGN0003719, FBGN0037960, FBGN0035385, FBGN0000108, FBGN0036988, FBGN0038641, FBGN0004118, FBGN0039774, FBGN0036986, FBGN0026415, FBGN0052669, FBGN0000206, FBGN0041234, FBGN0041233, FBGN0010240, FBGN0034067, FBGN0004513, FBGN0038439, FBGN0004514, FBGN0262018, FBGN0003137, FBGN0053532, FBGN0004598, FBGN0003463, FBGN0037515, FBGN0032358, FBGN0000592, FBGN0015380, FBGN0015777, FBGN0003328, FBGN0266100, FBGN0261363, FBGN0002565, FBGN0004512, FBGN0261800, FBGN0003892, FBGN0031381, FBGN0031634, FBGN0032536, FBGN0003867, FBGN0052702, FBGN0000490, FBGN0003495, FBGN0005564, FBGN0016123, FBGN0011582, FBGN0000636, FBGN0024234, FBGN0010114, FBGN0000299, FBGN0024230, FBGN0032879, FBGN0036485, FBGN0010453, FBGN0053517, FBGN0005775, FBGN0024245, FBGN0025678, FBGN0052475, FBGN0005672"	2385	503	13921	1.23004197	0.994869989	0.177398368	18.53850269
INTERPRO	"IPR024079:Metallopeptidase, catalytic domain"	18	0.730519481	0.014938929	"FBGN0032613, FBGN0033038, FBGN0039612, FBGN0004885, FBGN0039613, FBGN0039611, FBGN0027578, FBGN0039478, FBGN0039734, FBGN0003719, FBGN0028945, FBGN0039252, FBGN0029843, FBGN0039564, FBGN0033742, FBGN0031081, FBGN0031805, FBGN0039609"	2074	53	10984	1.79865723	1	0.687105553	23.21842519
GOTERM_MF_DIRECT	GO:0004364~glutathione transferase activity	15	0.608766234	0.015445597	"FBGN0033381, FBGN0035904, FBGN0035906, FBGN0001149, FBGN0010044, FBGN0063494, FBGN0063493, FBGN0033817, FBGN0010043, FBGN0063497, FBGN0035587, FBGN0063495, FBGN0010226, FBGN0010039, FBGN0030484"	1717	42	9284	1.931109077	0.999999974	0.712462413	22.08249552
GOTERM_BP_DIRECT	GO:0009058~biosynthetic process	8	0.324675325	0.015820731	"FBGN0036117, FBGN0037279, FBGN0086532, FBGN0032945, FBGN0034035, FBGN0036208, FBGN0041342, FBGN0030478"	1861	17	10996	2.780541771	1	0.869477215	24.44913209
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	107	4.342532468	0.016004949	"FBGN0266137, FBGN0032593, FBGN0051103, FBGN0266346, FBGN0036945, FBGN0036316, FBGN0032123, FBGN0042086, FBGN0029508, FBGN0004622, FBGN0031725, FBGN0029506, FBGN0037140, FBGN0265296, FBGN0266758, FBGN0034972, FBGN0038880, FBGN0024361, FBGN0087012, FBGN0010473, FBGN0039728, FBGN0261509, FBGN0003366, FBGN0035293, FBGN0036742, FBGN0028482, FBGN0030343, FBGN0263116, FBGN0034381, FBGN0038753, FBGN0038752, FBGN0033809, FBGN0270928, FBGN0250910, FBGN0037895, FBGN0039617, FBGN0036662, FBGN0016032, FBGN0038621, FBGN0004168, FBGN0032449, FBGN0037165, FBGN0027584, FBGN0037164, FBGN0032233, FBGN0086365, FBGN0020372, FBGN0003444, FBGN0051272, FBGN0004108, FBGN0011603, FBGN0260964, FBGN0053202, FBGN0027575, FBGN0035385, FBGN0037680, FBGN0033127, FBGN0032706, FBGN0038641, FBGN0033129, FBGN0033128, FBGN0001987, FBGN0052669, FBGN0029950, FBGN0000206, FBGN0028370, FBGN0028699, FBGN0038439, FBGN0052791, FBGN0004514, FBGN0262018, FBGN0036461, FBGN0033130, FBGN0033134, FBGN0038260, FBGN0038938, FBGN0000592, FBGN0015380, FBGN0033135, FBGN0085425, FBGN0052451, FBGN0033139, FBGN0034736, FBGN0025595, FBGN0004512, FBGN0003892, FBGN0037386, FBGN0040350, FBGN0052600, FBGN0063649, FBGN0029837, FBGN0011582, FBGN0000636, FBGN0029723, FBGN0028886, FBGN0028888, FBGN0053517, FBGN0034045, FBGN0031998, FBGN0037536, FBGN0038282, FBGN0010052, FBGN0250757, FBGN0039789, FBGN0039787, FBGN0030941, FBGN0034716"	1790	490	10026	1.223101129	0.999850675	0.387012343	20.95999889
GOTERM_BP_DIRECT	GO:0006011~UDP-glucose metabolic process	6	0.243506494	0.016409083	"FBGN0026754, FBGN0027074, FBGN0027070, FBGN0026314, FBGN0035978, FBGN0026756"	1861	10	10996	3.545190758	1	0.865599762	25.23924422
GOTERM_BP_DIRECT	GO:0034389~lipid particle organization	6	0.243506494	0.016409083	"FBGN0035586, FBGN0029870, FBGN0035206, FBGN0039114, FBGN0069242, FBGN0014868"	1861	10	10996	3.545190758	1	0.865599762	25.23924422
GOTERM_BP_DIRECT	GO:0045047~protein targeting to ER	4	0.162337662	0.016884129	"FBGN0038808, FBGN0035947, FBGN0030306, FBGN0040623"	1861	4	10996	5.908651263	1	0.86014834	25.87150222
GOTERM_BP_DIRECT	GO:0007498~mesoderm development	19	0.771103896	0.016955225	"FBGN0035917, FBGN0002772, FBGN0033215, FBGN0033521, FBGN0040089, FBGN0036029, FBGN0000490, FBGN0264489, FBGN0004133, FBGN0038292, FBGN0003149, FBGN0040505, FBGN0020299, FBGN0033652, FBGN0014380, FBGN0263118, FBGN0010246, FBGN0004169, FBGN0000320"	1861	64	10996	1.754130844	1	0.84828188	25.96569217
UP_KEYWORDS	Isomerase	29	1.176948052	0.017189148	"FBGN0043783, FBGN0036298, FBGN0025682, FBGN0032514, FBGN0038957, FBGN0010482, FBGN0011770, FBGN0086355, FBGN0003076, FBGN0267823, FBGN0004432, FBGN0037744, FBGN0003074, FBGN0014002, FBGN0033377, FBGN0036300, FBGN0033663, FBGN0041712, FBGN0041711, FBGN0035679, FBGN0014869, FBGN0034753, FBGN0036997, FBGN0027617, FBGN0025678, FBGN0010470, FBGN0025885, FBGN0035147, FBGN0032256"	2385	110	13921	1.538818372	0.997764267	0.195851183	21.12747257
UP_KEYWORDS	One-carbon metabolism	6	0.243506494	0.017291154	"FBGN0010222, FBGN0015011, FBGN0029823, FBGN0032945, FBGN0014455, FBGN0020385"	2385	10	13921	3.502138365	0.997844477	0.190804347	21.23945367
UP_KEYWORDS	Virion	6	0.243506494	0.017291154	"FBGN0267791, FBGN0028969, FBGN0028968, FBGN0027496, FBGN0025725, FBGN0040512"	2385	10	13921	3.502138365	0.997844477	0.190804347	21.23945367
KEGG_PATHWAY	"dme00280:Valine, leucine and isoleucine degradation"	13	0.527597403	0.017318792	"FBGN0051075, FBGN0036824, FBGN0012036, FBGN0010611, FBGN0038742, FBGN0034390, FBGN0037709, FBGN0039877, FBGN0030612, FBGN0042083, FBGN0035298, FBGN0036762, FBGN0023537"	573	31	2737	2.003096324	0.883384558	0.133469731	18.24522416
UP_KEYWORDS	NAD	18	0.730519481	0.017703386	"FBGN0015011, FBGN0261445, FBGN0014455, FBGN0000055, FBGN0034390, FBGN0001092, FBGN0017566, FBGN0038788, FBGN0010222, FBGN0266582, FBGN0262782, FBGN0025885, FBGN0035147, FBGN0039909, FBGN0036762, FBGN0001258, FBGN0023537, FBGN0030718"	2385	59	13921	1.780748321	0.998140434	0.18907556	21.69050168
UP_KEYWORDS	Hydrolase	302	12.25649351	0.017876821	"FBGN0033038, FBGN0001179, FBGN0034988, FBGN0063667, FBGN0034417, FBGN0000346, FBGN0053346, FBGN0036545, FBGN0039172, FBGN0001565, FBGN0004045, FBGN0041164, FBGN0027783, FBGN0032194, FBGN0034709, FBGN0010406, FBGN0032032, FBGN0030761, FBGN0259113, FBGN0004419, FBGN0051119, FBGN0000032, FBGN0035951, FBGN0034972, FBGN0265190, FBGN0028945, FBGN0267972, FBGN0052750, FBGN0023171, FBGN0033160, FBGN0028515, FBGN0052499, FBGN0025879, FBGN0032820, FBGN0010015, FBGN0010014, FBGN0051780, FBGN0016756, FBGN0036560, FBGN0259237, FBGN0051619, FBGN0010421, FBGN0013763, FBGN0039494, FBGN0037372, FBGN0034175, FBGN0000320, FBGN0035838, FBGN0027506, FBGN0034406, FBGN0010612, FBGN0038619, FBGN0266599, FBGN0035521, FBGN0037165, FBGN0037164, FBGN0010220, FBGN0000455, FBGN0010222, FBGN0036553, FBGN0024995, FBGN0030778, FBGN0036551, FBGN0038002, FBGN0002989, FBGN0037573, FBGN0051272, FBGN0030777, FBGN0261625, FBGN0037222, FBGN0036959, FBGN0023536, FBGN0034117, FBGN0003719, FBGN0032907, FBGN0011774, FBGN0038113, FBGN0039115, FBGN0031654, FBGN0050421, FBGN0015391, FBGN0036986, FBGN0039774, FBGN0030914, FBGN0026415, FBGN0012051, FBGN0001987, FBGN0032002, FBGN0033999, FBGN0261985, FBGN0250848, FBGN0031449, FBGN0004598, FBGN0037515, FBGN0039768, FBGN0000592, FBGN0034733, FBGN0015777, FBGN0005322, FBGN0052451, FBGN0030051, FBGN0034736, FBGN0030925, FBGN0029801, FBGN0030306, FBGN0028984, FBGN0035121, FBGN0028983, FBGN0028684, FBGN0030403, FBGN0015576, FBGN0033294, FBGN0038271, FBGN0016123, FBGN0039157, FBGN0039252, FBGN0031069, FBGN0033192, FBGN0034728, FBGN0002673, FBGN0039140, FBGN0031908, FBGN0033382, FBGN0034046, FBGN0036892, FBGN0039241, FBGN0029826, FBGN0031663, FBGN0040623, FBGN0038912, FBGN0053138, FBGN0261341, FBGN0037958, FBGN0034712, FBGN0001285, FBGN0003116, FBGN0032613, FBGN0028864, FBGN0010288, FBGN0024947, FBGN0039734, FBGN0052438, FBGN0036876, FBGN0033226, FBGN0019928, FBGN0031099, FBGN0035206, FBGN0053459, FBGN0038484, FBGN0036024, FBGN0015553, FBGN0023496, FBGN0003748, FBGN0035887, FBGN0031294, FBGN0033659, FBGN0036023, FBGN0035355, FBGN0015011, FBGN0052549, FBGN0016687, FBGN0033235, FBGN0038788, FBGN0029843, FBGN0038479, FBGN0032216, FBGN0038173, FBGN0260746, FBGN0033742, FBGN0031081, FBGN0024740, FBGN0032214, FBGN0025742, FBGN0030343, FBGN0030347, FBGN0039612, FBGN0039613, FBGN0004885, FBGN0041629, FBGN0039611, FBGN0029870, FBGN0037898, FBGN0032387, FBGN0265262, FBGN0032639, FBGN0039420, FBGN0035726, FBGN0003358, FBGN0030976, FBGN0032242, FBGN0086708, FBGN0270927, FBGN0032247, FBGN0028497, FBGN0014417, FBGN0005391, FBGN0020385, FBGN0039226, FBGN0086359, FBGN0035228, FBGN0042627, FBGN0032382, FBGN0012037, FBGN0002774, FBGN0031955, FBGN0011802, FBGN0032643, FBGN0264695, FBGN0051683, FBGN0035189, FBGN0058160, FBGN0002905, FBGN0027584, FBGN0002906, FBGN0041630, FBGN0036449, FBGN0039016, FBGN0011554, FBGN0036104, FBGN0004108, FBGN0039609, FBGN0050289, FBGN0035445, FBGN0050083, FBGN0027578, FBGN0051729, FBGN0035244, FBGN0050287, FBGN0037580, FBGN0043578, FBGN0033327, FBGN0043576, FBGN0020906, FBGN0035842, FBGN0262570, FBGN0027375, FBGN0037064, FBGN0040377, FBGN0032252, FBGN0030480, FBGN0032973, FBGN0032253, FBGN0004513, FBGN0020506, FBGN0261436, FBGN0035398, FBGN0036702, FBGN0032358, FBGN0001220, FBGN0261575, FBGN0032864, FBGN0038072, FBGN0036369, FBGN0266100, FBGN0039073, FBGN0000079, FBGN0003261, FBGN0000078, FBGN0004512, FBGN0283469, FBGN0043791, FBGN0035791, FBGN0051469, FBGN0032256, FBGN0035453, FBGN0030245, FBGN0019982, FBGN0032536, FBGN0014455, FBGN0037734, FBGN0030246, FBGN0267486, FBGN0037330, FBGN0032066, FBGN0040493, FBGN0039564, FBGN0033916, FBGN0032069, FBGN0031708, FBGN0031805, FBGN0033734, FBGN0004431, FBGN0031700, FBGN0260653, FBGN0029689, FBGN0262801, FBGN0036485, FBGN0039476, FBGN0050090, FBGN0031996, FBGN0030884, FBGN0039478, FBGN0030239, FBGN0050157, FBGN0020545, FBGN0004635, FBGN0038862, FBGN0010052, FBGN0031260, FBGN0034792, FBGN0051146, FBGN0034997"	2385	1581	13921	1.114954445	0.998252496	0.185209885	21.87954969
INTERPRO	"IPR017853:Glycoside hydrolase, superfamily"	18	0.730519481	0.018069092	"FBGN0041629, FBGN0020506, FBGN0031996, FBGN0034417, FBGN0035398, FBGN0034117, FBGN0270927, FBGN0033294, FBGN0261575, FBGN0041630, FBGN0014417, FBGN0053138, FBGN0260746, FBGN0000079, FBGN0000078, FBGN0026415, FBGN0013763, FBGN0032382"	2074	54	10984	1.765348762	1	0.744257993	27.39033652
UP_KEYWORDS	Peroxidase	10	0.405844156	0.01851254	"FBGN0038519, FBGN0033520, FBGN0031479, FBGN0033521, FBGN0010226, FBGN0040309, FBGN0011828, FBGN0040308, FBGN0010044, FBGN0033518"	2385	25	13921	2.33475891	0.998608658	0.185797736	22.56889012
GOTERM_BP_DIRECT	GO:0006303~double-strand break repair via nonhomologous end joining	5	0.202922078	0.018546673	"FBGN0037338, FBGN0259113, FBGN0028515, FBGN0002906, FBGN0011774"	1861	7	10996	4.220465188	1	0.861188642	28.04476955
GOTERM_BP_DIRECT	GO:0071329~cellular response to sucrose stimulus	5	0.202922078	0.018546673	"FBGN0042627, FBGN0266064, FBGN0033246, FBGN0032447, FBGN0011582"	1861	7	10996	4.220465188	1	0.861188642	28.04476955
GOTERM_BP_DIRECT	GO:0030431~sleep	31	1.258116883	0.019019043	"FBGN0039464, FBGN0039580, FBGN0262518, FBGN0014141, FBGN0005585, FBGN0010015, FBGN0040732, FBGN0010014, FBGN0011204, FBGN0038839, FBGN0034709, FBGN0265784, FBGN0041723, FBGN0035985, FBGN0033911, FBGN0033830, FBGN0260866, FBGN0019643, FBGN0024289, FBGN0033134, FBGN0036449, FBGN0025678, FBGN0004055, FBGN0015245, FBGN0000079, FBGN0043364, FBGN0031836, FBGN0027657, FBGN0033188, FBGN0026563, FBGN0044048"	1861	122	10996	1.5013786	1	0.85644335	28.65119953
UP_KEYWORDS	Alternative splicing	129	5.23538961	0.019032617	"FBGN0015218, FBGN0266137, FBGN0039734, FBGN0000139, FBGN0032198, FBGN0038013, FBGN0266446, FBGN0266448, FBGN0263392, FBGN0003748, FBGN0004419, FBGN0039348, FBGN0265296, FBGN0004619, FBGN0011828, FBGN0264574, FBGN0003651, FBGN0263241, FBGN0010473, FBGN0000568, FBGN0003423, FBGN0015925, FBGN0267978, FBGN0260944, FBGN0013751, FBGN0003360, FBGN0264442, FBGN0029870, FBGN0003559, FBGN0011296, FBGN0000117, FBGN0027106, FBGN0028646, FBGN0086355, FBGN0086784, FBGN0016756, FBGN0020385, FBGN0003149, FBGN0250910, FBGN0022343, FBGN0004169, FBGN0000320, FBGN0014002, FBGN0002774, FBGN0002772, FBGN0001319, FBGN0264695, FBGN0000053, FBGN0011286, FBGN0011288, FBGN0004575, FBGN0026257, FBGN0266451, FBGN0264493, FBGN0010222, FBGN0034282, FBGN0037810, FBGN0030329, FBGN0085443, FBGN0266064, FBGN0011603, FBGN0086674, FBGN0023537, FBGN0283471, FBGN0034051, FBGN0039114, FBGN0037580, FBGN0038295, FBGN0035032, FBGN0035586, FBGN0004118, FBGN0004117, FBGN0260049, FBGN0012051, FBGN0000084, FBGN0031450, FBGN0000083, FBGN0283473, FBGN0030258, FBGN0027654, FBGN0011361, FBGN0010434, FBGN0003137, FBGN0259481, FBGN0019643, FBGN0004598, FBGN0033265, FBGN0000723, FBGN0031637, FBGN0015777, FBGN0003328, FBGN0030925, FBGN0004858, FBGN0000667, FBGN0003261, FBGN0259099, FBGN0264270, FBGN0010246, FBGN0040070, FBGN0028509, FBGN0024754, FBGN0014141, FBGN0003495, FBGN0039563, FBGN0005564, FBGN0016123, FBGN0011582, FBGN0016070, FBGN0000636, FBGN0010114, FBGN0024230, FBGN0001297, FBGN0263740, FBGN0013263, FBGN0265784, FBGN0000536, FBGN0000639, FBGN0003071, FBGN0053653, FBGN0039140, FBGN0028968, FBGN0031995, FBGN0053517, FBGN0024698, FBGN0036892, FBGN0003507, FBGN0033086, FBGN0034853, FBGN0003388"	2385	631	13921	1.193280108	0.998845463	0.185329383	23.12863546
KEGG_PATHWAY	dme00982:Drug metabolism - cytochrome P450	21	0.852272727	0.019362169	"FBGN0026754, FBGN0033381, FBGN0001149, FBGN0010548, FBGN0000055, FBGN0026314, FBGN0034605, FBGN0032684, FBGN0063494, FBGN0010044, FBGN0063493, FBGN0033817, FBGN0010043, FBGN0063497, FBGN0063495, FBGN0010226, FBGN0010039, FBGN0032713, FBGN0030484, FBGN0040251, FBGN0026756"	573	61	2737	1.644408205	0.909725903	0.139555828	20.18410959
GOTERM_CC_DIRECT	GO:0005787~signal peptidase complex	4	0.162337662	0.019661033	"FBGN0262801, FBGN0030306, FBGN0039172, FBGN0040623"	1790	4	10026	5.601117318	0.999980437	0.434827397	25.13504575
GOTERM_BP_DIRECT	GO:0042744~hydrogen peroxide catabolic process	7	0.284090909	0.020379564	"FBGN0038519, FBGN0033520, FBGN0031479, FBGN0040309, FBGN0011828, FBGN0040308, FBGN0033518"	1861	14	10996	2.954325631	1	0.864402266	30.37101848
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	21	0.852272727	0.020947994	"FBGN0015790, FBGN0025790, FBGN0037102, FBGN0034051, FBGN0266599, FBGN0014141, FBGN0011296, FBGN0003514, FBGN0033784, FBGN0034282, FBGN0040475, FBGN0015247, FBGN0003892, FBGN0030343, FBGN0003884, FBGN0031450, FBGN0028894, FBGN0003885, FBGN0028703, FBGN0028952, FBGN0014002"	1790	71	10026	1.656668503	0.999990451	0.43895553	26.55513294
UP_KEYWORDS	Redox-active center	7	0.284090909	0.021607602	"FBGN0025678, FBGN0033663, FBGN0030329, FBGN0040309, FBGN0036762, FBGN0040070, FBGN0014002"	2385	14	13921	2.918448637	0.999542279	0.202405097	25.8451872
GOTERM_BP_DIRECT	GO:0010507~negative regulation of autophagy	8	0.324675325	0.022185523	"FBGN0041191, FBGN0086357, FBGN0010638, FBGN0031049, FBGN0033247, FBGN0031461, FBGN0003360, FBGN0030055"	1861	18	10996	2.626067228	1	0.876731236	32.59357457
GOTERM_MF_DIRECT	GO:0004129~cytochrome-c oxidase activity	10	0.405844156	0.022393593	"FBGN0034877, FBGN0040773, FBGN0263911, FBGN0031830, FBGN0032222, FBGN0015031, FBGN0031066, FBGN0085201, FBGN0019624, FBGN0040529"	1717	24	9284	2.25296059	1	0.815954215	30.44426244
UP_SEQ_FEATURE	domain:EF-hand 4	7	0.284090909	0.02241438	"FBGN0004910, FBGN0013348, FBGN0010423, FBGN0010014, FBGN0012051, FBGN0010424, FBGN0028646"	587	13	3113	2.855589045	1	0.98720885	31.04553376
UP_KEYWORDS	Cleavage on pair of basic residues	15	0.608766234	0.022454089	"FBGN0010388, FBGN0032840, FBGN0028374, FBGN0039734, FBGN0039722, FBGN0004598, FBGN0032048, FBGN0035092, FBGN0003719, FBGN0027109, FBGN0003328, FBGN0024234, FBGN0261363, FBGN0044048, FBGN0000715"	2385	47	13921	1.862839556	0.999662494	0.204192473	26.71859393
UP_SEQ_FEATURE	metal ion-binding site:Calcium; via carbonyl oxygen	4	0.162337662	0.022835238	"FBGN0020506, FBGN0000079, FBGN0000078, FBGN0011828"	587	4	3113	5.303236797	1	0.979484511	31.53069424
INTERPRO	IPR016161:Aldehyde/histidinol dehydrogenase	7	0.284090909	0.022868203	"FBGN0051075, FBGN0012036, FBGN0030451, FBGN0032945, FBGN0010548, FBGN0037146, FBGN0023537"	2074	13	10984	2.851717232	1	0.813168168	33.37382938
INTERPRO	IPR023210:NADP-dependent oxidoreductase domain	7	0.284090909	0.022868203	"FBGN0036183, FBGN0027552, FBGN0086254, FBGN0033101, FBGN0037974, FBGN0036290, FBGN0037973"	2074	13	10984	2.851717232	1	0.813168168	33.37382938
INTERPRO	"IPR006048:Alpha-amylase, C-terminal all beta"	4	0.162337662	0.023060404	"FBGN0053138, FBGN0020506, FBGN0000079, FBGN0000078"	2074	4	10984	5.296046287	1	0.806417655	33.60349678
INTERPRO	IPR005788:Disulphide isomerase	4	0.162337662	0.023060404	"FBGN0025678, FBGN0033663, FBGN0030329, FBGN0014002"	2074	4	10984	5.296046287	1	0.806417655	33.60349678
KEGG_PATHWAY	dme00670:One carbon pool by folate	7	0.284090909	0.023656507	"FBGN0010222, FBGN0029823, FBGN0000053, FBGN0032945, FBGN0020385, FBGN0085453, FBGN0039241"	573	12	2737	2.786358348	0.947383223	0.159046439	24.12269307
UP_SEQ_FEATURE	metal ion-binding site:Zinc; catalytic	6	0.243506494	0.025432964	"FBGN0086359, FBGN0037580, FBGN0039734, FBGN0003719, FBGN0012037, FBGN0036959"	587	10	3113	3.181942078	1	0.978780741	34.455087
INTERPRO	IPR020471:Aldo/keto reductase subgroup	6	0.243506494	0.025852792	"FBGN0036183, FBGN0027552, FBGN0086254, FBGN0033101, FBGN0036290, FBGN0037973"	2074	10	10984	3.177627772	1	0.83318044	36.85712574
INTERPRO	"IPR004839:Aminotransferase, class I/classII"	6	0.243506494	0.025852792	"FBGN0036117, FBGN0086532, FBGN0001125, FBGN0036208, FBGN0030478, FBGN0001124"	2074	10	10984	3.177627772	1	0.83318044	36.85712574
GOTERM_BP_DIRECT	GO:0048042~regulation of post-mating oviposition	6	0.243506494	0.025955963	"FBGN0045866, FBGN0029709, FBGN0030341, FBGN0069242, FBGN0029768, FBGN0061492"	1861	11	10996	3.222900689	1	0.905861918	37.0199405
GOTERM_BP_DIRECT	GO:0000042~protein targeting to Golgi	6	0.243506494	0.025955963	"FBGN0035866, FBGN0028572, FBGN0027287, FBGN0037603, FBGN0004003, FBGN0000115"	1861	11	10996	3.222900689	1	0.905861918	37.0199405
GOTERM_BP_DIRECT	GO:0007112~male meiosis cytokinesis	11	0.446428571	0.027130537	"FBGN0015790, FBGN0015218, FBGN0267378, FBGN0028968, FBGN0035876, FBGN0026431, FBGN0053094, FBGN0031536, FBGN0025725, FBGN0035762, FBGN0260942"	1861	31	10996	2.09661819	1	0.907739888	38.34186309
