"","FC_DR_B.greater.p.geomean","FC_DR_B.greater.stat.mean","FC_DR_B.greater.p.val","FC_DR_B.greater.q.val","FC_DR_B.greater.set.size","FC_DR_B.greater.exp1","FC_DR_B.less.p.geomean","FC_DR_B.less.stat.mean","FC_DR_B.less.p.val","FC_DR_B.less.q.val","FC_DR_B.less.set.size","FC_DR_B.less.exp1","FC_DR_B.stats.stat.mean","FC_DR_B.stats.exp1","FC_DR_O.greater.p.geomean","FC_DR_O.greater.stat.mean","FC_DR_O.greater.p.val","FC_DR_O.greater.q.val","FC_DR_O.greater.set.size","FC_DR_O.greater.exp1","FC_DR_O.less.p.geomean","FC_DR_O.less.stat.mean","FC_DR_O.less.p.val","FC_DR_O.less.q.val","FC_DR_O.less.set.size","FC_DR_O.less.exp1","FC_DR_O.stats.stat.mean","FC_DR_O.stats.exp1","FC_DR_H.greater.p.geomean","FC_DR_H.greater.stat.mean","FC_DR_H.greater.p.val","FC_DR_H.greater.q.val","FC_DR_H.greater.set.size","FC_DR_H.greater.exp1","FC_DR_H.less.p.geomean","FC_DR_H.less.stat.mean","FC_DR_H.less.p.val","FC_DR_H.less.q.val","FC_DR_H.less.set.size","FC_DR_H.less.exp1","FC_DR_H.stats.stat.mean","FC_DR_H.stats.exp1","FC_HS_B.greater.p.geomean","FC_HS_B.greater.stat.mean","FC_HS_B.greater.p.val","FC_HS_B.greater.q.val","FC_HS_B.greater.set.size","FC_HS_B.greater.exp1","FC_HS_B.less.p.geomean","FC_HS_B.less.stat.mean","FC_HS_B.less.p.val","FC_HS_B.less.q.val","FC_HS_B.less.set.size","FC_HS_B.less.exp1","FC_HS_B.stats.stat.mean","FC_HS_B.stats.exp1","FC_HS_O.greater.p.geomean","FC_HS_O.greater.stat.mean","FC_HS_O.greater.p.val","FC_HS_O.greater.q.val","FC_HS_O.greater.set.size","FC_HS_O.greater.exp1","FC_HS_O.less.p.geomean","FC_HS_O.less.stat.mean","FC_HS_O.less.p.val","FC_HS_O.less.q.val","FC_HS_O.less.set.size","FC_HS_O.less.exp1","FC_HS_O.stats.stat.mean","FC_HS_O.stats.exp1","FC_HS_H.greater.p.geomean","FC_HS_H.greater.stat.mean","FC_HS_H.greater.p.val","FC_HS_H.greater.q.val","FC_HS_H.greater.set.size","FC_HS_H.greater.exp1","FC_HS_H.less.p.geomean","FC_HS_H.less.stat.mean","FC_HS_H.less.p.val","FC_HS_H.less.q.val","FC_HS_H.less.set.size","FC_HS_H.less.exp1","FC_HS_H.stats.stat.mean","FC_HS_H.stats.exp1","FC_DRHS_B.greater.p.geomean","FC_DRHS_B.greater.stat.mean","FC_DRHS_B.greater.p.val","FC_DRHS_B.greater.q.val","FC_DRHS_B.greater.set.size","FC_DRHS_B.greater.exp1","FC_DRHS_B.less.p.geomean","FC_DRHS_B.less.stat.mean","FC_DRHS_B.less.p.val","FC_DRHS_B.less.q.val","FC_DRHS_B.less.set.size","FC_DRHS_B.less.exp1","FC_DRHS_B.stats.stat.mean","FC_DRHS_B.stats.exp1","FC_DRHS_O.greater.p.geomean","FC_DRHS_O.greater.stat.mean","FC_DRHS_O.greater.p.val","FC_DRHS_O.greater.q.val","FC_DRHS_O.greater.set.size","FC_DRHS_O.greater.exp1","FC_DRHS_O.less.p.geomean","FC_DRHS_O.less.stat.mean","FC_DRHS_O.less.p.val","FC_DRHS_O.less.q.val","FC_DRHS_O.less.set.size","FC_DRHS_O.less.exp1","FC_DRHS_O.stats.stat.mean","FC_DRHS_O.stats.exp1","FC_DRHS_H.greater.p.geomean","FC_DRHS_H.greater.stat.mean","FC_DRHS_H.greater.p.val","FC_DRHS_H.greater.q.val","FC_DRHS_H.greater.set.size","FC_DRHS_H.greater.exp1","FC_DRHS_H.less.p.geomean","FC_DRHS_H.less.stat.mean","FC_DRHS_H.less.p.val","FC_DRHS_H.less.q.val","FC_DRHS_H.less.set.size","FC_DRHS_H.less.exp1","FC_DRHS_H.stats.stat.mean","FC_DRHS_H.stats.exp1"
"dme00562 Inositol phosphate metabolism",0.409530527580761,0.231436898664434,0.409530527580761,0.925032825324836,16,0.409530527580761,0.337141645158291,-0.423582384344999,0.33714164515829,0.80620828190026,22,0.33714164515829,0.231436898664434,0.231436898664434,0.578565629524191,-0.202218821723959,0.578565629524191,0.914018345195536,10,0.578565629524191,0.328437547794631,-0.450983097824876,0.328437547794631,0.646387709952063,12,0.328437547794631,-0.202218821723959,-0.202218821723959,0.696135762068545,-0.528494742765506,0.696135762068545,0.999851706970071,10,0.696135762068545,0.199715721084259,-0.854849869583501,0.199715721084259,0.44471949699277,23,0.199715721084259,-0.528494742765506,-0.528494742765506,0.725276045235483,-0.610290377458324,0.725276045235483,0.999486410737186,17,0.725276045235483,0.0955388144041648,-1.33048368938229,0.0955388144041648,0.228462382270829,24,0.0955388144041648,-0.610290377458324,-0.610290377458324,0.687453589005592,-0.48888573899536,0.687453589005592,0.958959159593215,317,0.687453589005592,0.232166264936282,-0.75911092243367,0.232166264936282,0.513895481841488,11,0.232166264936283,-0.48888573899536,-0.48888573899536,0.748195085775987,-0.683135038280624,0.748195085775987,0.9999961916896,17,0.748195085775987,0.132910107151019,-1.14482831107741,0.132910107151019,0.315169326091752,11,0.13291010715102,-0.683135038280624,-0.683135038280624,0.0466224550219695,1.76959534770624,0.0466224550219695,0.111488479400362,13,0.0466224550219695,0.799876026369905,0.85493698047628,0.799876026369905,0.999999946560223,16,0.799876026369905,1.76959534770624,1.76959534770624,0.326228451850142,0.450566653075727,0.326228451850142,0.691483221621246,317,0.326228451850142,0.581334897538948,0.207547963761587,0.581334897538948,0.92276634314027,20,0.581334897538948,0.450566653075727,0.450566653075727,0.247626965469292,0.687869651239136,0.247626965469292,0.58956938089062,24,0.247626965469292,0.588426429319815,0.226498284123376,0.588426429319815,0.993273273945524,13,0.588426429319815,0.687869651239136,0.687869651239136
"dme04144 Endocytosis",0.423510612315285,0.194490484434692,0.423510612315285,0.925032825324836,21,0.423510612315285,0.376376168536648,-0.318756762292818,0.376376168536648,0.831892174246193,16,0.376376168536648,0.194490484434692,0.194490484434692,0.587585530326744,-0.222672992653747,0.587585530326744,0.914018345195536,39,0.587585530326744,0.329442104465932,-0.449168275855422,0.329442104465932,0.646387709952063,17,0.329442104465932,-0.222672992653747,-0.222672992653747,0.706639059890537,-0.552655949795701,0.706639059890537,0.999851706970071,15,0.706639059890537,0.204474488796274,-0.846964797711467,0.204474488796274,0.44471949699277,17,0.204474488796274,-0.552655949795701,-0.552655949795701,0.768704660225815,-0.742508640211647,0.768704660225815,0.999486410737186,22,0.768704660225815,0.106869664923485,-1.30767659448913,0.106869664923485,0.244909648782986,13,0.106869664923485,-0.742508640211647,-0.742508640211647,0.69870672893394,-0.523534686224054,0.69870672893394,0.958959159593215,41,0.69870672893394,0.257560317296945,-0.661552760542378,0.257560317296945,0.513895481841488,19,0.257560317296945,-0.523534686224054,-0.523534686224054,0.787265099086671,-0.817619797859624,0.787265099086671,0.9999961916896,10,0.787265099086671,0.144378310842617,-1.07179484100082,0.144378310842617,0.315169326091752,30,0.144378310842617,-0.817619797859624,-0.817619797859624,0.0626877777931392,1.56423701004756,0.0626877777931393,0.143659490775944,22,0.0626877777931392,0.836752578596518,1.00024424837449,0.836752578596519,0.999999946560223,14,0.836752578596518,1.56423701004756,1.56423701004756,0.34520247064548,0.402045311104706,0.34520247064548,0.691483221621246,22,0.34520247064548,0.584439031891279,0.217509266272663,0.584439031891279,0.92276634314027,11,0.584439031891279,0.402045311104706,0.402045311104706,0.257266638934089,0.662822263775201,0.257266638934089,0.58956938089062,16,0.257266638934089,0.617101335479252,0.299869288640196,0.617101335479252,0.993273273945524,22,0.617101335479252,0.662822263775201,0.662822263775201
"dme04310 Wnt signaling pathway",0.42500960839955,0.191354947158207,0.42500960839955,0.925032825324836,13,0.42500960839955,0.378132806475542,-0.31815106799803,0.378132806475542,0.831892174246193,11,0.378132806475542,0.191354947158207,0.191354947158207,0.609766876272124,-0.284569494296853,0.609766876272124,0.914018345195536,13,0.609766876272124,0.337872577659619,-0.429125565674562,0.337872577659619,0.646387709952063,11,0.337872577659619,-0.284569494296853,-0.284569494296853,0.713567463056182,-0.568120542991778,0.713567463056182,0.999851706970071,39,0.713567463056182,0.207769920736336,-0.824551949830956,0.207769920736336,0.44471949699277,18,0.207769920736336,-0.568120542991778,-0.568120542991778,0.773846343812391,-0.775964545060017,0.773846343812391,0.999486410737186,10,0.773846343812391,0.140901215946036,-1.11668056546978,0.140901215946036,0.309982675081278,10,0.140901215946036,-0.775964545060017,-0.775964545060017,0.710349819325707,-0.570872099953365,0.710349819325707,0.958959159593215,12,0.710349819325707,0.25983374641702,-0.654251443359497,0.25983374641702,0.513895481841488,14,0.25983374641702,-0.570872099953365,-0.570872099953365,0.790712474764235,-0.825648212715715,0.790712474764235,0.9999961916896,15,0.790712474764235,0.144437157673826,-1.08352719783782,0.144437157673826,0.315169326091752,14,0.144437157673826,-0.825648212715715,-0.825648212715715,0.0664845642568388,1.59274375283303,0.0664845642568388,0.146266041365045,10,0.0664845642568388,0.856672438103544,1.08047171384054,0.856672438103544,0.999999946560223,24,0.856672438103544,1.59274375283303,1.59274375283303,0.357092455200125,0.371093587914836,0.357092455200125,0.691483221621246,19,0.357092455200125,0.585582725057423,0.222013796581222,0.585582725057423,0.92276634314027,10,0.585582725057423,0.371093587914836,0.371093587914836,0.309528422836272,0.507586743185773,0.309528422836272,0.642151441452668,10,0.309528422836272,0.635449102782793,0.348797069771364,0.635449102782793,0.993273273945524,39,0.635449102782793,0.507586743185773,0.507586743185773
"dme00620 Pyruvate metabolism",0.437288244699014,0.161191058455907,0.437288244699014,0.925032825324836,10,0.437288244699014,0.425192259887891,-0.191490970468262,0.425192259887891,0.899445165147462,11,0.425192259887891,0.161191058455907,0.161191058455907,0.647424885480693,-0.387030495149403,0.647424885480693,0.914018345195536,13,0.647424885480693,0.338648659583567,-0.428642103495018,0.338648659583567,0.646387709952063,10,0.338648659583567,-0.387030495149403,-0.387030495149403,0.722775810202686,-0.60289242959541,0.722775810202686,0.999851706970071,15,0.722775810202686,0.210231034942037,-0.81342270509746,0.210231034942037,0.44471949699277,39,0.210231034942037,-0.60289242959541,-0.60289242959541,0.781195898528888,-0.799120927825286,0.781195898528888,0.999486410737186,12,0.781195898528888,0.151711746900094,-1.05914663108135,0.151711746900094,0.310516306198051,16,0.151711746900094,-0.799120927825286,-0.799120927825286,0.711196352853991,-0.563451280475148,0.711196352853991,0.958959159593215,16,0.711196352853991,0.271153667513962,-0.629971464032676,0.271153667513962,0.513895481841488,11,0.271153667513962,-0.563451280475148,-0.563451280475148,0.795096511663711,-0.832095585175734,0.795096511663711,0.9999961916896,24,0.795096511663711,0.153995901714675,-1.03379087922519,0.153995901714674,0.315169326091752,23,0.153995901714675,-0.832095585175734,-0.832095585175734,0.0727008405781361,1.4892663705957,0.0727008405781362,0.153790239684519,19,0.0727008405781361,0.871638851100255,1.17403348224966,0.871638851100255,0.999999946560223,10,0.871638851100255,1.4892663705957,1.4892663705957,0.360923639888267,0.358180778515319,0.360923639888267,0.691483221621246,25,0.360923639888267,0.609095238273745,0.283861413708492,0.609095238273745,0.92276634314027,11,0.609095238273745,0.358180778515319,0.358180778515319,0.314539450526905,0.495264497004386,0.314539450526905,0.642151441452668,12,0.314539450526905,0.649119061073408,0.38841781865286,0.649119061073408,0.993273273945524,14,0.649119061073408,0.495264497004386,0.495264497004386
"dme04391 Hippo signaling pathway - fly",0.471513114683506,0.0727872498617461,0.471513114683506,0.960489678058994,10,0.471513114683506,0.480772355578418,-0.0484788263623112,0.480772355578418,0.910715223421557,24,0.480772355578418,0.0727872498617461,0.0727872498617461,0.655581864027208,-0.410730855290867,0.655581864027208,0.914018345195536,12,0.655581864027208,0.341286828295925,-0.412832392888825,0.341286828295925,0.646387709952063,19,0.341286828295925,-0.410730855290867,-0.410730855290867,0.742094349002861,-0.660650663676938,0.742094349002861,0.999851706970071,18,0.742094349002861,0.226840225382516,-0.773330914953618,0.226840225382516,0.462081940594015,13,0.226840225382516,-0.660650663676938,-0.660650663676938,0.793489325131709,-0.830563973326703,0.793489325131709,0.999486410737186,23,0.793489325131709,0.152435277588134,-1.05204211512621,0.152435277588134,0.310516306198051,14,0.152435277588134,-0.830563973326703,-0.830563973326703,0.71122216735845,-0.577489899192388,0.71122216735845,0.958959159593215,10,0.71122216735845,0.281337605393041,-0.589672902428728,0.281337605393041,0.513895481841488,11,0.281337605393041,-0.577489899192388,-0.577489899192388,0.833819809878894,-1.00204229594875,0.833819809878894,0.9999961916896,12,0.833819809878894,0.155614009051607,-1.02458038997809,0.155614009051607,0.315169326091752,24,0.155614009051607,-1.00204229594875,-1.00204229594875,0.0841880728874309,1.45061714086662,0.0841880728874309,0.17149422254847,12,0.0841880728874309,0.876575940917472,1.18986934534449,0.876575940917472,0.999999946560223,12,0.876575940917472,1.45061714086662,1.45061714086662,0.367956667329534,0.339428252620538,0.367956667329534,0.691483221621246,24,0.367956667329534,0.610493474813983,0.283838312911791,0.610493474813983,0.92276634314027,13,0.610493474813983,0.339428252620538,0.339428252620538,0.315237980349492,0.489309844521694,0.315237980349492,0.642151441452668,12,0.315237980349492,0.650374289583987,0.393393499631221,0.650374289583987,0.993273273945524,15,0.650374289583987,0.489309844521694,0.489309844521694
"dme00564 Glycerophospholipid metabolism",0.515477039338245,-0.0391508107887102,0.515477039338245,0.97600915589656,16,0.515477039338245,0.484522960661755,-0.0391508107887102,0.484522960661755,0.910715223421557,16,0.484522960661755,-0.0391508107887102,-0.0391508107887102,0.656528917701486,-0.408731046865835,0.656528917701486,0.914018345195536,19,0.656528917701486,0.343471082298514,-0.408731046865835,0.343471082298514,0.646387709952063,19,0.343471082298514,-0.408731046865835,-0.408731046865835,0.751113112843132,-0.697712694307438,0.751113112843132,0.999851706970071,12,0.751113112843132,0.248886887156868,-0.697712694307438,0.248886887156868,0.488884956915276,12,0.248886887156868,-0.697712694307438,-0.697712694307438,0.809380091351072,-0.889839360172686,0.809380091351072,0.999486410737186,16,0.809380091351072,0.190619908648928,-0.889839360172686,0.190619908648928,0.374431963417537,16,0.190619908648928,-0.889839360172686,-0.889839360172686,0.712114997353044,-0.56620483190289,0.712114997353044,0.958959159593215,23,0.712114997353044,0.287885002646956,-0.56620483190289,0.287885002646956,0.513895481841488,23,0.287885002646956,-0.56620483190289,-0.56620483190289,0.839547671936453,-1.00349676674252,0.839547671936453,0.9999961916896,39,0.839547671936453,0.160452328063547,-1.00349676674252,0.160452328063547,0.315169326091752,39,0.160452328063547,-1.00349676674252,-1.00349676674252,0.103373005433215,1.31570748917482,0.103373005433215,0.203054117815244,15,0.103373005433215,0.896626994566785,1.31570748917482,0.896626994566785,0.999999946560223,15,0.896626994566785,1.31570748917482,1.31570748917482,0.385369973329118,0.293569929334652,0.385369973329118,0.691483221621246,24,0.385369973329118,0.614630026670882,0.293569929334652,0.614630026670882,0.92276634314027,24,0.614630026670882,0.293569929334652,0.293569929334652,0.337617544513419,0.423555009736778,0.337617544513419,0.643281721365419,23,0.337617544513419,0.662382455486581,0.423555009736778,0.662382455486581,0.993273273945524,23,0.662382455486581,0.423555009736778,0.423555009736778
"dme04142 Lysosome",0.519227644421582,-0.0484788263623112,0.519227644421582,0.97600915589656,24,0.519227644421582,0.528486885316494,0.0727872498617461,0.528486885316494,0.910715223421557,10,0.528486885316494,-0.0484788263623112,-0.0484788263623112,0.658713171704075,-0.412832392888825,0.658713171704075,0.914018345195536,19,0.658713171704075,0.344418135972792,-0.410730855290867,0.344418135972792,0.646387709952063,12,0.344418135972792,-0.412832392888825,-0.412832392888825,0.773159774617484,-0.773330914953618,0.773159774617484,0.999851706970071,13,0.773159774617484,0.257905650997139,-0.660650663676938,0.257905650997139,0.489131407063539,18,0.257905650997139,-0.773330914953618,-0.773330914953618,0.847564722411866,-1.05204211512621,0.847564722411866,0.999486410737186,14,0.847564722411866,0.206510674868291,-0.830563973326703,0.206510674868291,0.391658176474344,23,0.206510674868291,-1.05204211512621,-1.05204211512621,0.718662394606959,-0.589672902428728,0.718662394606959,0.958959159593215,11,0.718662394606959,0.28877783264155,-0.577489899192388,0.28877783264155,0.513895481841488,10,0.28877783264155,-0.589672902428728,-0.589672902428728,0.844385990948393,-1.02458038997809,0.844385990948393,0.9999961916896,24,0.844385990948393,0.166180190121106,-1.00204229594875,0.166180190121106,0.315169326091752,12,0.166180190121106,-1.02458038997809,-1.02458038997809,0.123424059082528,1.18986934534449,0.123424059082528,0.234080112053071,12,0.123424059082528,0.915811927112569,1.45061714086662,0.915811927112569,0.999999946560223,12,0.915811927112569,1.18986934534449,1.18986934534449,0.389506525186017,0.283838312911791,0.389506525186017,0.691483221621246,13,0.389506525186017,0.632043332670466,0.339428252620538,0.632043332670466,0.92276634314027,24,0.632043332670466,0.283838312911791,0.283838312911791,0.349625710416013,0.393393499631221,0.349625710416013,0.643281721365419,15,0.349625710416013,0.684762019650508,0.489309844521694,0.684762019650508,0.993273273945524,12,0.684762019650508,0.393393499631221,0.393393499631221
"dme00600 Sphingolipid metabolism",0.574807740112109,-0.191490970468262,0.574807740112109,0.97600915589656,11,0.574807740112109,0.562711755300986,0.161191058455907,0.562711755300986,0.910715223421557,10,0.562711755300986,-0.191490970468262,-0.191490970468262,0.661351340416433,-0.428642103495018,0.661351340416433,0.914018345195536,10,0.661351340416433,0.352575114519307,-0.387030495149403,0.352575114519307,0.646387709952063,13,0.352575114519307,-0.428642103495018,-0.428642103495018,0.789768965057963,-0.81342270509746,0.789768965057963,0.999851706970071,39,0.789768965057963,0.277224189797314,-0.60289242959541,0.277224189797314,0.491939975567021,15,0.277224189797314,-0.81342270509746,-0.81342270509746,0.848288253099906,-1.05914663108135,0.848288253099906,0.999486410737186,16,0.848288253099906,0.218804101471112,-0.799120927825286,0.218804101471112,0.397538865236881,12,0.218804101471112,-1.05914663108135,-1.05914663108135,0.728846332486038,-0.629971464032676,0.728846332486038,0.958959159593215,11,0.728846332486038,0.288803647146009,-0.563451280475148,0.288803647146009,0.513895481841488,16,0.288803647146009,-0.629971464032676,-0.629971464032676,0.846004098285326,-1.03379087922519,0.846004098285326,0.9999961916896,23,0.846004098285326,0.204903488336289,-0.832095585175734,0.204903488336289,0.365638110944784,24,0.204903488336289,-1.03379087922519,-1.03379087922519,0.128361148899745,1.17403348224966,0.128361148899745,0.235328772982866,10,0.128361148899745,0.927299159421864,1.4892663705957,0.927299159421864,0.999999946560223,19,0.927299159421864,1.17403348224966,1.17403348224966,0.390904761726255,0.283861413708492,0.390904761726255,0.691483221621246,11,0.390904761726255,0.639076360111733,0.358180778515319,0.639076360111733,0.92276634314027,25,0.639076360111733,0.283861413708492,0.283861413708492,0.350880938926592,0.38841781865286,0.350880938926592,0.643281721365419,14,0.350880938926592,0.685460549473095,0.495264497004386,0.685460549473095,0.993273273945524,12,0.685460549473095,0.38841781865286,0.38841781865286
"dme03040 Spliceosome",0.621867193524458,-0.31815106799803,0.621867193524458,0.97600915589656,11,0.621867193524458,0.57499039160045,0.191354947158207,0.57499039160045,0.910715223421557,13,0.57499039160045,-0.31815106799803,-0.31815106799803,0.662127422340381,-0.429125565674562,0.662127422340381,0.914018345195536,11,0.662127422340381,0.390233123727876,-0.284569494296853,0.390233123727876,0.683708519398552,13,0.390233123727876,-0.429125565674562,-0.429125565674562,0.792230079263664,-0.824551949830956,0.792230079263664,0.999851706970071,18,0.792230079263664,0.286432536943818,-0.568120542991778,0.286432536943818,0.491939975567021,39,0.286432536943818,-0.824551949830956,-0.824551949830956,0.859098784053964,-1.11668056546978,0.859098784053964,0.999486410737186,10,0.859098784053964,0.226153656187609,-0.775964545060017,0.226153656187609,0.397538865236881,10,0.226153656187609,-1.11668056546978,-1.11668056546978,0.74016625358298,-0.654251443359497,0.74016625358298,0.958959159593215,14,0.74016625358298,0.289650180674293,-0.570872099953365,0.289650180674293,0.513895481841488,12,0.289650180674293,-0.654251443359497,-0.654251443359497,0.855562842326174,-1.08352719783782,0.855562842326174,0.9999961916896,14,0.855562842326174,0.209287525235765,-0.825648212715715,0.209287525235765,0.365638110944784,15,0.209287525235765,-1.08352719783782,-1.08352719783782,0.143327561896456,1.08047171384054,0.143327561896456,0.254290835622745,24,0.143327561896456,0.933515435743161,1.59274375283303,0.933515435743161,0.999999946560223,10,0.933515435743161,1.08047171384054,1.08047171384054,0.414417274942577,0.222013796581222,0.414417274942577,0.691483221621246,10,0.414417274942577,0.642907544799875,0.371093587914836,0.642907544799875,0.92276634314027,19,0.642907544799875,0.222013796581222,0.222013796581222,0.364550897217207,0.348797069771364,0.364550897217207,0.646783849901497,39,0.364550897217207,0.690471577163728,0.507586743185773,0.690471577163728,0.993273273945524,10,0.690471577163728,0.348797069771364,0.348797069771364
"dme00561 Glycerolipid metabolism",0.623623831463352,-0.318756762292818,0.623623831463352,0.97600915589656,16,0.623623831463352,0.576489387684715,0.194490484434692,0.576489387684715,0.910715223421557,21,0.576489387684715,-0.318756762292818,-0.318756762292818,0.670557895534068,-0.449168275855422,0.670557895534068,0.914018345195536,17,0.670557895534068,0.412414469673256,-0.222672992653747,0.412414469673256,0.683708519398552,39,0.412414469673256,-0.449168275855422,-0.449168275855422,0.795525511203726,-0.846964797711467,0.795525511203726,0.999851706970071,17,0.795525511203726,0.293360940109463,-0.552655949795701,0.293360940109463,0.491939975567021,15,0.293360940109463,-0.846964797711467,-0.846964797711467,0.893130335076515,-1.30767659448913,0.893130335076515,0.999486410737186,13,0.893130335076515,0.231295339774185,-0.742508640211647,0.231295339774185,0.397538865236881,22,0.231295339774185,-1.30767659448913,-1.30767659448913,0.742439682703055,-0.661552760542378,0.742439682703055,0.958959159593215,19,0.742439682703055,0.30129327106606,-0.523534686224054,0.30129327106606,0.51784780964479,41,0.30129327106606,-0.661552760542378,-0.661552760542378,0.855621689157383,-1.07179484100082,0.855621689157383,0.9999961916896,30,0.855621689157383,0.212734900913329,-0.817619797859624,0.212734900913329,0.365638110944784,10,0.212734900913329,-1.07179484100082,-1.07179484100082,0.163247421403482,1.00024424837449,0.163247421403482,0.280581505537234,14,0.163247421403482,0.937312222206861,1.56423701004756,0.937312222206861,0.999999946560223,22,0.937312222206861,1.00024424837449,1.00024424837449,0.415560968108721,0.217509266272663,0.415560968108721,0.691483221621246,11,0.415560968108721,0.65479752935452,0.402045311104706,0.65479752935452,0.92276634314027,22,0.65479752935452,0.217509266272663,0.217509266272663,0.382898664520748,0.299869288640196,0.382898664520748,0.658031530377024,22,0.382898664520748,0.742733361065911,0.662822263775201,0.742733361065911,0.993273273945524,16,0.742733361065911,0.299869288640196,0.299869288640196
"dme00230 Purine metabolism",0.66285835484171,-0.423582384344999,0.66285835484171,0.97600915589656,22,0.66285835484171,0.590469472419239,0.231436898664434,0.590469472419239,0.910715223421557,16,0.590469472419239,-0.423582384344999,-0.423582384344999,0.671562452205369,-0.450983097824876,0.671562452205369,0.914018345195536,12,0.671562452205369,0.421434370475809,-0.202218821723959,0.421434370475809,0.683708519398552,10,0.421434370475809,-0.450983097824876,-0.450983097824876,0.800284278915741,-0.854849869583501,0.800284278915741,0.999851706970071,23,0.800284278915741,0.303864237931455,-0.528494742765506,0.303864237931455,0.491939975567021,10,0.303864237931455,-0.854849869583501,-0.854849869583501,0.904461185595835,-1.33048368938229,0.904461185595835,0.999486410737186,24,0.904461185595835,0.274723954764517,-0.610290377458324,0.274723954764517,0.457873257940861,17,0.274723954764517,-1.33048368938229,-1.33048368938229,0.767833735063717,-0.75911092243367,0.767833735063717,0.958959159593215,11,0.767833735063717,0.312546410994408,-0.48888573899536,0.312546410994408,0.52091068499068,317,0.312546410994408,-0.75911092243367,-0.75911092243367,0.867089892848981,-1.14482831107741,0.867089892848981,0.9999961916896,11,0.867089892848981,0.251804914224013,-0.683135038280624,0.251804914224013,0.419674857040021,17,0.251804914224013,-1.14482831107741,-1.14482831107741,0.200123973630095,0.85493698047628,0.200123973630095,0.332444667854841,16,0.200123973630095,0.953377544978031,1.76959534770624,0.953377544978031,0.999999946560223,13,0.953377544978031,0.85493698047628,0.85493698047628,0.418665102461052,0.207547963761587,0.418665102461052,0.691483221621246,20,0.418665102461052,0.673771548149859,0.450566653075727,0.673771548149859,0.92276634314027,317,0.673771548149859,0.207547963761587,0.207547963761587,0.411573570680185,0.226498284123376,0.411573570680185,0.658031530377024,13,0.411573570680185,0.752373034530708,0.687869651239136,0.752373034530708,0.993273273945524,24,0.752373034530708,0.226498284123376,0.226498284123376
"dme00280 Valine, leucine and isoleucine degradation",0.704338183896612,-0.549360669337081,0.704338183896612,0.97600915589656,13,0.704338183896612,0.619592356911312,0.309290074252994,0.619592356911312,0.910715223421557,10,0.619592356911312,-0.549360669337081,-0.549360669337081,0.679719626675917,-0.470139200797331,0.679719626675917,0.914018345195536,39,0.679719626675917,0.444172735361584,-0.140459880012059,0.444172735361584,0.683708519398552,317,0.444172735361584,-0.470139200797331,-0.470139200797331,0.828724931878991,-0.965342977195259,0.828724931878991,0.999851706970071,16,0.828724931878991,0.30410834853234,-0.516063230562549,0.30410834853234,0.491939975567021,25,0.30410834853234,-0.965342977195259,-0.965342977195259,0.907074130105363,-1.37899238140992,0.907074130105363,0.999486410737186,11,0.907074130105363,0.327572097452975,-0.454338406139717,0.327572097452975,0.529896039997459,11,0.327572097452975,-1.37899238140992,-1.37899238140992,0.772935338549026,-0.772760465005301,0.772935338549026,0.958959159593215,13,0.772935338549026,0.371031644276784,-0.333371153914934,0.371031644276784,0.600196855165727,15,0.371031644276784,-0.772760465005301,-0.772760465005301,0.890924183722074,-1.24847630224515,0.890924183722074,0.9999961916896,25,0.890924183722074,0.313101782799398,-0.499510644645433,0.313101782799398,0.506488178057851,10,0.313101782799398,-1.24847630224515,-1.24847630224515,0.205511249219356,0.839602120928386,0.205511249219356,0.332444667854841,12,0.205511249219356,0.953426163866564,1.76777198013094,0.953426163866564,0.999999946560223,17,0.953426163866564,0.839602120928386,0.839602120928386,0.436779607589262,0.161036268430261,0.436779607589262,0.691483221621246,16,0.436779607589262,0.673819890839102,0.453468676716524,0.673819890839102,0.92276634314027,25,0.673819890839102,0.161036268430261,0.161036268430261,0.411841929937581,0.225472151824888,0.411841929937581,0.658031530377024,13,0.411841929937581,0.791570679575109,0.819773475345815,0.791570679575109,0.993273273945524,30,0.791570679575109,0.225472151824888,0.225472151824888
